date,team,opponent,home_away,result,home_score,visitor_score,overtime,g,goals,assists,points,shots,sog,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,pen,pen_time,g_min,goals_allowed,saves,w,l,t,rc,yc,clears,att.x,clear_pct.x,otg.x,defensive_g,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_man_up_g,defensive_man_down_g,defensive_gb,defensive_to,defensive_ct,defensive_fo_won,defensive_f_os_taken,defensive_pen,defensive_pen_time,defensive_g_min,defensive_goals_allowed,defensive_saves,defensive_w,defensive_l,defensive_t,defensive_rc,defensive_yc,defensive_clears,att.y,clear_pct.y,otg.y
2020-02-23,Cornell Big Red,High Point Calvert Hall,Away,FALSE,21,11,NA,1,21,15,36,43,33,4,0,46,19,9,24,35,10,570,60:00,11,10,0,0,0,0,0,21,24,0.875,NA,1,11,7,18,40,21,5,0,21,19,8,11,35,6,240,60:00,21,12,0,0,0,0,0,23,30,0.767,NA
2020-03-01,Cornell Big Red,Ohio St.,Away,FALSE,17,16,NA,1,17,11,28,47,32,2,0,25,9,6,7,37,7,420,60:00,16,9,0,0,0,0,0,20,23,0.87,NA,1,16,7,23,42,25,1,0,33,25,4,30,37,5,300,60:00,17,15,0,0,0,0,0,12,16,0.75,NA
2020-03-08,Cornell Big Red,"Penn St. Cornelius, N.C.",Away,FALSE,18,17,NA,1,18,11,29,40,27,2,0,41,11,9,19,39,7,390,60:00,17,6,0,0,0,0,0,11,11,1,NA,1,17,9,26,33,23,3,0,45,17,3,20,39,2,90,60:00,18,9,0,0,0,0,0,11,16,0.688,NA
2020-02-15,Dartmouth Big Green,Merrimack,Away,FALSE,13,11,NA,1,13,7,20,36,22,1,0,35,17,9,13,27,4,300,60:00,11,14,0,0,0,0,0,19,23,0.826,NA,1,11,7,18,40,25,4,0,29,14,10,14,27,3,90,60:00,13,9,0,0,0,0,0,12,17,0.706,NA
2020-02-22,Dartmouth Big Green,Bryant,Home,FALSE,11,8,NA,1,11,7,18,30,17,0,0,36,15,12,13,23,2,120,60:00,8,14,0,0,0,0,0,19,23,0.826,NA,1,8,5,13,35,18,1,0,24,14,7,10,23,2,120,60:00,11,6,0,0,0,0,0,17,18,0.944,NA
2020-02-29,Dartmouth Big Green,UMass Lowell,Away,FALSE,14,5,NA,1,14,7,21,35,19,1,1,31,15,6,13,21,5,210,60:00,5,10,0,0,0,0,0,18,19,0.947,NA,1,5,4,9,33,15,1,0,23,16,2,8,21,5,240,60:00,14,5,0,0,0,0,0,14,15,0.933,NA
2020-03-07,Dartmouth Big Green,Vermont,Away,FALSE,8,9,NA,1,8,5,13,31,20,2,0,19,14,7,8,19,5,270,60:00,9,16,0,0,0,0,0,13,16,0.812,NA,1,9,5,14,30,23,2,0,23,15,7,11,19,5,270,60:00,8,12,0,0,0,0,0,17,20,0.85,NA
2020-02-08,Delaware Blue Hens,Mount St. Mary's,Home,FALSE,14,8,NA,1,14,9,23,40,26,1,3,34,16,10,10,26,8,540,60:00,8,19,0,0,0,0,0,17,20,0.85,NA,1,8,4,12,48,27,4,0,38,14,9,16,26,5,300,60:00,14,12,0,0,0,0,0,10,12,0.833,NA
2020-02-15,Delaware Blue Hens,NJIT,Home,FALSE,13,1,NA,1,13,7,20,55,32,0,0,34,14,18,11,18,3,90,60:00,1,14,0,0,0,0,0,26,29,0.897,NA,1,1,1,2,22,15,0,0,26,23,10,7,18,2,120,60:00,13,19,0,0,0,0,0,20,24,0.833,NA
2020-02-18,Delaware Blue Hens,Saint Joseph's,Away,FALSE,8,11,NA,1,8,5,13,42,26,2,0,21,11,3,8,22,5,210,60:00,11,9,0,0,0,0,0,18,19,0.947,NA,1,11,6,17,32,20,2,0,27,18,7,14,22,3,150,60:00,8,18,0,0,0,0,0,21,22,0.955,NA
2020-02-22,Delaware Blue Hens,Monmouth,Away,FALSE,11,2,NA,1,11,8,19,42,26,2,0,33,16,10,7,15,3,180,60:00,2,12,0,0,0,0,0,21,23,0.913,NA,1,2,1,3,23,14,0,0,26,20,5,8,15,5,270,60:00,11,15,0,0,0,0,0,20,23,0.87,NA
2020-02-29,Delaware Blue Hens,Villanova,Home,FALSE,10,19,NA,1,10,5,15,46,25,2,0,25,12,13,13,32,4,180,60:00,19,3,0,0,0,0,0,13,14,0.929,NA,1,19,11,30,40,22,1,0,40,24,6,19,32,4,210,60:00,10,15,0,0,0,0,0,23,26,0.885,NA
2020-03-07,Delaware Blue Hens,Marist,Away,FALSE,15,14,NA,1,15,9,24,43,25,2,1,30,13,4,10,32,3,150,60:00,14,14,0,0,0,0,0,19,22,0.864,NA,1,14,10,24,41,28,3,0,43,12,6,22,32,5,240,60:00,15,10,0,0,0,0,0,17,19,0.895,NA
2020-02-08,Denver Pioneers,Air Force,Away,FALSE,13,7,NA,1,13,7,20,46,33,3,0,35,13,9,17,23,1,30,60:00,7,9,0,0,0,0,0,14,16,0.875,NA,1,7,5,12,31,16,1,0,21,14,8,6,23,7,300,60:00,13,20,0,0,0,0,0,17,21,0.81,NA
2020-02-15,Denver Pioneers,Duke,Home,FALSE,13,15,NA,1,13,6,19,33,24,0,0,27,13,6,13,31,4,180,60:00,15,6,0,0,0,0,0,16,18,0.889,NA,1,15,7,22,43,21,2,0,28,15,7,18,31,4,150,60:00,13,11,0,0,0,0,0,15,17,0.882,NA
2020-02-22,Denver Pioneers,St. Bonaventure,Home,FALSE,16,3,NA,1,16,9,25,47,34,0,0,39,13,8,20,23,1,60,60:00,3,5,0,0,0,0,0,16,18,0.889,NA,1,3,3,6,22,8,1,0,19,17,3,3,23,2,60,60:00,16,18,0,0,0,0,0,21,25,0.84,NA
2020-02-23,Denver Pioneers,Cleveland St.,Home,FALSE,10,6,NA,1,10,3,13,41,22,0,0,27,10,15,9,20,3,90,60:00,6,4,0,0,0,0,0,21,21,1,NA,1,6,3,9,29,10,1,0,28,24,6,11,20,2,60,60:00,10,12,0,0,0,0,0,13,22,0.591,NA
2020-03-01,Denver Pioneers,North Carolina,Home,FALSE,13,15,NA,1,13,7,20,41,22,5,0,26,17,3,17,32,3,120,60:00,15,10,0,0,0,0,0,17,21,0.81,NA,1,15,9,24,43,25,2,0,33,14,4,15,32,7,300,60:00,13,9,0,0,0,0,0,18,18,1,NA
2020-03-07,Denver Pioneers,Notre Dame,Away,FALSE,14,11,NA,1,14,7,21,43,22,1,0,34,19,6,22,28,4,120,60:00,11,12,0,0,0,0,0,16,20,0.8,NA,1,11,6,17,36,23,1,0,21,12,10,6,28,3,150,60:00,14,8,0,0,0,0,0,18,20,0.9,NA
2020-02-01,Detroit Mercy Titans,Jacksonville,Away,FALSE,15,14,NA,1,15,4,19,40,28,3,0,29,14,4,18,33,4,210,60:00,14,7,0,0,0,0,0,15,19,0.789,NA,1,14,10,24,34,21,1,0,34,16,11,15,33,5,180,60:00,15,13,0,0,0,0,0,23,24,0.958,NA
2020-02-04,Detroit Mercy Titans,Ohio St.,Away,FALSE,9,23,NA,1,9,5,14,32,19,0,0,31,16,9,17,36,1,60,60:00,23,7,0,0,0,0,0,13,21,0.619,NA,1,23,21,44,50,30,0,0,41,17,9,19,36,0,0,60:00,9,10,0,0,0,0,0,19,20,0.95,NA
2020-02-18,Detroit Mercy Titans,Bellarmine,Home,FALSE,20,13,NA,1,20,13,33,43,28,2,0,46,15,3,27,37,3,180,60:00,13,12,0,0,0,0,0,18,21,0.857,NA,1,13,4,17,40,25,1,0,28,7,9,10,37,4,210,60:00,20,8,0,0,0,0,0,16,18,0.889,NA
2020-02-22,Detroit Mercy Titans,Marquette,Home,FALSE,6,18,NA,1,6,2,8,30,12,1,0,28,23,4,14,26,5,270,60:00,18,9,0,0,0,0,0,14,17,0.824,NA,1,18,5,23,47,27,2,0,29,14,12,12,26,6,240,60:00,6,6,0,0,0,0,0,21,22,0.955,NA
2020-03-04,Detroit Mercy Titans,Robert Morris,Home,FALSE,13,16,NA,1,13,6,19,39,22,0,1,40,23,4,21,32,7,300,60:00,16,16,0,0,0,0,0,14,21,0.667,NA,1,16,10,26,42,32,1,1,35,18,13,11,32,3,150,60:00,13,9,0,0,0,0,0,18,19,0.947,NA
2020-02-15,Drexel Dragons,High Point,Away,FALSE,15,16,NA,1,15,9,24,47,30,3,0,30,17,5,13,35,6,240,60:00,16,16,0,0,0,0,0,18,24,0.75,NA,1,16,7,23,42,32,4,0,34,16,9,22,35,5,210,60:00,15,15,0,0,0,0,0,17,20,0.85,NA
2020-02-22,Drexel Dragons,UAlbany,Away,FALSE,13,14,NA,1,13,6,19,46,23,0,0,50,19,8,15,32,2,60,60:00,14,11,0,0,0,0,0,24,30,0.8,NA,1,14,10,24,38,25,1,0,38,21,7,17,32,1,30,60:00,13,10,0,0,0,0,0,21,26,0.808,NA
2020-02-25,Drexel Dragons,Robert Morris,Home,FALSE,24,12,NA,1,24,14,38,57,36,4,0,49,25,10,26,40,6,330,60:00,12,17,0,0,0,0,0,20,25,0.8,NA,1,12,5,17,46,29,4,0,35,20,7,14,40,7,330,60:00,24,12,0,0,0,0,0,16,18,0.889,NA
2020-02-29,Drexel Dragons,Marquette,Home,FALSE,13,11,NA,1,13,6,19,36,23,0,0,24,18,4,10,27,5,180,60:00,11,6,0,0,0,0,0,18,20,0.9,NA,1,11,6,17,40,17,1,0,38,20,6,17,27,4,240,60:00,13,10,0,0,0,0,0,14,16,0.875,NA
2020-03-06,Drexel Dragons,Saint Joseph's Philadelphia,Away,FALSE,9,10,NA,1,9,6,15,51,29,1,0,38,15,13,7,23,4,120,60:00,10,6,0,0,0,0,0,22,25,0.88,NA,1,10,5,15,35,16,0,0,32,24,5,16,23,5,180,60:00,9,20,0,0,0,0,0,23,30,0.767,NA
2020-03-08,Drexel Dragons,Villanova,Away,FALSE,15,12,NA,1,15,10,25,42,26,4,0,32,11,6,14,30,6,300,60:00,12,14,0,0,0,0,0,15,15,1,NA,1,12,8,20,46,26,4,0,40,10,5,16,30,8,360,60:00,15,11,0,0,0,0,0,17,21,0.81,NA
2020-02-01,Duke Blue Devils,Air Force,Home,FALSE,13,14,NA,1,13,8,21,47,30,0,0,36,17,6,21,30,2,90,60:00,14,8,0,0,0,0,0,17,17,1,NA,1,14,8,22,26,22,0,0,17,17,4,9,30,3,150,60:00,13,17,0,0,0,0,0,21,26,0.808,NA
2020-02-08,Duke Blue Devils,High Point,Away,FALSE,17,8,NA,1,17,11,28,42,30,2,0,39,17,11,15,25,4,210,60:00,8,8,0,0,0,0,0,26,27,0.963,NA,1,8,6,14,32,16,1,0,35,23,7,10,25,6,390,60:00,17,13,0,0,0,0,0,21,24,0.875,NA
2020-02-15,Duke Blue Devils,Denver,Away,FALSE,15,13,NA,1,15,7,22,43,21,2,0,28,15,7,18,31,4,150,60:00,13,11,0,0,0,0,0,15,17,0.882,NA,1,13,6,19,33,24,0,0,27,13,6,13,31,4,180,60:00,15,6,0,0,0,0,0,16,18,0.889,NA
2020-02-22,Duke Blue Devils,"Penn Charlotte, N.C.",Away,FALSE,11,14,NA,1,11,7,18,28,18,0,0,33,25,12,12,29,2,60,60:00,14,13,0,0,0,0,0,23,30,0.767,NA,1,14,6,20,52,27,1,0,34,22,11,17,29,0,0,60:00,11,7,0,0,0,0,0,16,21,0.762,NA
2020-02-28,Duke Blue Devils,Richmond,Home,FALSE,16,15,1,1,16,9,25,39,27,0,0,42,15,8,18,33,3,120,61:12,15,4,0,0,0,0,0,19,22,0.864,1,1,15,7,22,32,19,1,0,25,15,4,15,33,1,30,61:12,16,11,0,0,0,0,0,14,14,1,NA
2020-03-01,Duke Blue Devils,Furman,Home,FALSE,19,6,NA,1,19,12,31,50,34,0,0,35,14,4,18,29,2,120,60:00,6,6,0,0,0,0,0,13,13,1,NA,1,6,4,10,26,12,1,0,22,18,3,11,29,3,90,60:00,19,15,0,0,0,0,0,14,16,0.875,NA
2020-03-07,Duke Blue Devils,Loyola Maryland,Away,FALSE,13,10,NA,1,13,8,21,35,22,0,0,27,12,8,11,27,6,210,60:00,10,15,0,0,0,0,0,16,18,0.889,NA,1,10,6,16,45,25,5,0,33,13,7,16,27,1,60,60:00,13,9,0,0,0,0,0,15,18,0.833,NA
2020-03-10,Duke Blue Devils,Jacksonville,Home,FALSE,18,8,NA,1,18,9,27,41,23,0,0,39,20,6,21,29,2,90,60:00,8,13,0,0,0,0,0,20,22,0.909,NA,1,8,6,14,29,21,0,1,16,14,0,8,29,3,120,60:00,18,5,0,0,0,0,0,19,20,0.95,NA
2020-02-15,Fairfield Stags,Stony Brook,Home,FALSE,18,16,NA,1,18,12,30,45,30,3,0,39,11,9,16,37,6,300,60:00,16,11,0,0,0,0,0,14,18,0.778,NA,1,16,4,20,48,27,2,0,39,16,5,21,37,4,210,60:00,18,12,0,0,0,0,0,10,14,0.714,NA
2020-02-18,Fairfield Stags,Merrimack,Home,FALSE,14,11,NA,1,14,11,25,41,22,2,0,35,21,7,15,28,6,270,60:00,11,8,0,0,0,0,0,14,20,0.7,NA,1,11,6,17,38,19,0,0,28,21,8,13,28,5,240,60:00,14,8,0,0,0,0,0,18,22,0.818,NA
2020-02-22,Fairfield Stags,Georgetown,Away,FALSE,12,25,NA,1,12,5,17,37,29,2,0,28,19,4,14,40,4,210,60:00,25,18,0,0,0,0,0,16,24,0.667,NA,1,25,18,43,66,43,4,0,53,23,8,26,40,3,120,60:00,12,17,0,0,0,0,0,18,23,0.783,NA
2020-02-29,Fairfield Stags,Quinnipiac,Home,FALSE,19,15,NA,1,19,13,32,46,31,2,0,29,10,10,11,36,4,210,60:00,15,14,0,0,0,0,0,21,25,0.84,NA,1,15,7,22,53,29,1,0,37,16,6,25,36,3,150,60:00,19,12,0,0,0,0,0,15,19,0.789,NA
2020-03-03,Fairfield Stags,LIU,Home,FALSE,19,15,NA,1,19,11,30,57,38,0,0,51,12,12,23,36,1,30,60:00,15,13,0,0,0,0,0,19,20,0.95,NA,1,15,11,26,37,28,1,0,30,19,2,13,36,5,150,60:00,19,19,0,0,0,0,0,15,22,0.682,NA
2020-03-07,Fairfield Stags,Harvard,Away,FALSE,12,15,NA,1,12,6,18,39,26,2,0,22,19,3,15,31,2,60,60:00,15,16,0,0,0,0,0,16,18,0.889,NA,1,15,5,20,43,31,1,1,24,17,4,16,31,3,120,60:00,12,14,0,0,0,0,0,16,22,0.727,NA
2020-03-10,Fairfield Stags,Siena,Away,FALSE,21,12,NA,1,21,14,35,60,42,4,0,47,23,6,26,37,5,270,60:00,12,17,0,0,0,0,0,18,25,0.72,NA,1,12,8,20,47,29,3,0,45,20,12,11,37,5,210,60:00,21,21,0,0,0,0,0,21,26,0.808,NA
2020-02-01,Furman Paladins,"Bucknell Durham, N.C.",Away,FALSE,9,16,NA,1,9,7,16,28,16,2,0,24,21,4,10,28,5,240,60:00,16,18,0,0,0,0,0,19,26,0.731,NA,1,16,5,21,55,34,3,0,42,14,9,18,28,4,270,60:00,9,7,0,0,0,0,0,15,16,0.938,NA
2020-02-08,Furman Paladins,Hampton,Home,FALSE,19,4,NA,1,19,10,29,67,30,2,0,44,32,15,11,27,2,60,60:00,4,8,0,0,0,0,0,17,21,0.81,NA,1,4,2,6,19,12,0,1,30,36,9,16,27,4,210,60:00,19,11,0,0,0,0,0,9,21,0.429,NA
2020-02-15,Furman Paladins,Navy,Away,FALSE,3,19,NA,1,3,1,4,16,7,0,0,12,19,6,4,26,3,120,60:00,19,11,0,0,0,0,0,14,20,0.7,NA,1,19,12,31,49,30,1,0,49,19,6,22,26,2,90,60:00,3,4,0,0,0,0,0,12,14,0.857,NA
2020-02-22,Furman Paladins,Utah,Away,FALSE,9,17,NA,1,9,6,15,34,19,1,0,28,19,6,8,28,7,300,60:00,17,22,0,0,0,0,0,17,21,0.81,NA,1,17,10,27,61,39,3,0,33,13,5,20,28,2,120,60:00,9,10,0,0,0,0,0,18,20,0.9,NA
2020-03-01,Furman Paladins,Duke,Away,FALSE,6,19,NA,1,6,4,10,26,12,1,0,22,18,3,11,29,3,90,60:00,19,15,0,0,0,0,0,14,16,0.875,NA,1,19,12,31,50,34,0,0,35,14,4,18,29,2,120,60:00,6,6,0,0,0,0,0,13,13,1,NA
2020-03-06,Furman Paladins,North Carolina,Home,FALSE,11,18,NA,1,11,7,18,22,17,2,0,20,21,8,7,32,1,30,60:00,18,14,0,0,0,0,0,18,25,0.72,NA,1,18,13,31,44,32,0,0,45,18,10,25,32,3,150,60:00,11,6,0,0,0,0,0,9,12,0.75,NA
2020-03-10,Furman Paladins,Penn St.,Home,FALSE,7,22,NA,1,7,5,12,36,20,2,0,33,18,13,10,32,2,90,60:00,22,14,0,0,0,0,0,18,21,0.857,NA,1,22,13,35,56,36,1,0,51,20,10,22,32,2,90,60:00,7,13,0,0,0,0,0,20,24,0.833,NA
2020-02-08,Georgetown Hoyas,Lafayette,Away,FALSE,17,3,NA,1,17,11,28,52,30,2,0,42,12,13,13,23,1,30,60:00,3,6,0,0,0,0,0,26,26,1,NA,1,3,0,3,22,9,0,0,20,24,7,10,23,3,150,60:00,17,13,0,0,0,0,0,21,26,0.808,NA
2020-02-15,Georgetown Hoyas,UMBC,Away,FALSE,14,8,NA,1,14,7,21,47,27,1,0,33,15,5,19,24,5,300,60:00,8,9,0,0,0,0,0,16,17,0.941,NA,1,8,4,12,34,17,0,0,23,13,9,5,24,2,90,60:00,14,13,0,0,0,0,0,17,21,0.81,NA
2020-02-22,Georgetown Hoyas,Fairfield,Home,FALSE,25,12,NA,1,25,18,43,66,43,4,0,53,23,8,26,40,3,120,60:00,12,17,0,0,0,0,0,18,23,0.783,NA,1,12,5,17,37,29,2,0,28,19,4,14,40,4,210,60:00,25,18,0,0,0,0,0,16,24,0.667,NA
2020-02-25,Georgetown Hoyas,Mount St. Mary's,Home,FALSE,14,7,NA,1,14,8,22,49,27,2,1,40,18,8,17,24,3,180,60:00,7,9,0,0,0,0,0,22,24,0.917,NA,1,7,3,10,35,16,0,0,24,17,9,7,24,2,90,60:00,14,13,0,0,0,0,0,21,23,0.913,NA
2020-02-29,Georgetown Hoyas,Bellarmine,Home,FALSE,13,4,NA,1,13,8,21,43,27,0,0,43,15,11,15,21,2,90,60:00,4,15,0,0,0,0,0,22,23,0.957,NA,1,4,4,8,31,19,1,0,25,22,6,6,21,1,60,60:00,13,14,0,0,0,0,0,17,24,0.708,NA
2020-03-07,Georgetown Hoyas,Towson,Away,FALSE,16,4,NA,1,16,7,23,44,25,0,0,36,16,5,15,24,1,60,60:00,4,9,0,0,0,0,0,23,23,1,NA,1,4,1,5,28,13,0,0,25,20,7,9,24,2,60,60:00,16,9,0,0,0,0,0,17,24,0.708,NA
2020-02-01,Hampton Pirates,NJIT,Away,FALSE,7,24,NA,1,7,3,10,21,15,0,0,23,25,9,13,33,4,180,60:00,24,12,0,0,0,0,0,16,25,0.64,NA,1,24,15,39,47,36,2,0,33,18,10,20,33,3,150,60:00,7,8,0,0,0,0,0,20,23,0.87,NA
2020-02-08,Hampton Pirates,Furman,Away,FALSE,4,19,NA,1,4,2,6,19,12,0,1,30,36,9,16,27,4,210,60:00,19,11,0,0,0,0,0,9,21,0.429,NA,1,19,10,29,67,30,2,0,44,32,15,11,27,2,60,60:00,4,8,0,0,0,0,0,17,21,0.81,NA
2020-02-11,Hampton Pirates,Bellarmine,Away,FALSE,5,21,NA,1,5,4,9,16,13,1,0,30,30,6,17,28,3,150,60:00,21,21,0,0,0,0,0,11,24,0.458,NA,1,21,11,32,58,42,1,0,36,21,13,11,28,5,270,60:00,5,8,0,0,0,0,0,18,19,0.947,NA
2020-02-22,Hampton Pirates,Mercer,Away,FALSE,6,28,NA,1,6,3,9,28,15,0,0,18,16,2,11,37,4,150,60:00,28,13,0,0,0,0,0,10,11,0.909,NA,1,28,15,43,58,41,3,0,40,6,5,26,37,6,270,60:00,6,9,0,0,0,0,0,16,18,0.889,NA
2020-03-06,Hampton Pirates,Jacksonville,Away,FALSE,1,18,NA,1,1,1,2,21,9,0,0,23,28,7,10,22,0,0,60:00,18,11,0,0,0,0,0,16,27,0.593,NA,1,18,12,30,58,29,0,0,38,23,17,12,22,2,90,60:00,1,8,0,0,0,0,0,25,28,0.893,NA
2020-03-11,Hampton Pirates,Greensboro,Away,FALSE,11,15,NA,1,11,8,19,45,19,0,0,42,25,9,25,30,1,30,60:00,15,10,0,0,0,0,0,12,16,0.75,NA,1,15,9,24,37,25,0,0,24,13,14,5,30,4,210,60:00,11,8,0,0,0,0,0,18,22,0.818,NA
2020-02-09,Hartford Hawks,Sacred Heart,Away,FALSE,11,14,NA,1,11,7,18,44,25,1,0,28,15,13,14,28,5,240,60:00,14,9,0,0,0,0,0,16,20,0.8,NA,1,14,12,26,41,23,3,0,27,21,10,14,28,5,210,60:00,11,14,0,0,0,0,0,24,25,0.96,NA
2020-02-15,Hartford Hawks,St. John's (NY),Away,FALSE,11,13,NA,1,11,5,16,46,19,0,0,31,20,14,13,28,4,180,59:54,13,8,0,0,0,0,0,22,27,0.815,NA,1,13,6,19,39,21,2,0,40,24,14,15,28,3,90,59:54,11,8,0,0,0,0,0,24,26,0.923,NA
2020-02-22,Hartford Hawks,Canisius,Home,FALSE,10,4,NA,1,10,6,16,49,34,1,0,37,13,9,12,18,3,120,60:00,4,12,0,0,0,0,0,15,16,0.938,NA,1,4,3,7,25,16,0,0,16,15,1,6,18,4,150,60:00,10,24,0,0,0,0,0,18,22,0.818,NA
2020-02-25,Hartford Hawks,Marist,Away,FALSE,6,14,NA,1,6,2,8,33,18,0,0,25,19,6,9,24,5,150,60:00,14,16,0,0,0,0,0,17,20,0.85,NA,1,14,6,20,52,30,4,0,30,11,10,15,24,6,270,60:00,6,12,0,0,0,0,0,17,19,0.895,NA
2020-03-03,Hartford Hawks,Manhattan,Home,FALSE,11,8,NA,1,11,8,19,48,26,0,0,27,16,7,17,23,3,120,60:00,8,14,0,0,0,0,0,16,19,0.842,NA,1,8,5,13,33,22,0,0,23,17,4,6,23,2,120,60:00,11,15,0,0,0,0,0,20,22,0.909,NA
2020-03-07,Hartford Hawks,Wagner,Away,FALSE,18,9,NA,1,18,12,30,42,30,4,0,30,11,7,20,31,8,450,60:00,9,12,0,0,0,0,0,11,12,0.917,NA,1,9,5,14,34,21,4,0,17,13,8,11,31,8,390,60:00,18,12,0,0,0,0,0,14,17,0.824,NA
2020-02-22,Harvard Crimson,Massachusetts,Away,FALSE,10,9,NA,1,10,7,17,29,16,1,0,19,18,7,6,22,2,60,60:00,9,17,0,0,0,0,0,17,25,0.68,NA,1,9,7,16,42,26,0,0,26,15,11,16,22,4,180,60:00,10,6,0,0,0,0,0,13,14,0.929,NA
2020-02-25,Harvard Crimson,Holy Cross,Away,FALSE,8,9,NA,1,8,5,13,28,15,0,0,16,14,9,5,20,7,270,60:00,9,19,0,0,0,0,0,17,19,0.895,NA,1,9,4,13,48,28,0,0,27,13,8,15,20,3,90,60:00,8,7,0,0,0,0,0,15,15,1,NA
2020-02-29,Harvard Crimson,UAlbany,Away,FALSE,14,15,NA,1,14,7,21,32,24,1,0,47,17,9,19,32,3,150,60:00,15,9,0,0,0,0,0,17,22,0.773,NA,1,15,11,26,42,24,0,0,36,14,7,13,32,1,30,60:00,14,10,0,0,0,0,0,23,26,0.885,NA
2020-03-07,Harvard Crimson,Fairfield,Home,FALSE,15,12,NA,1,15,5,20,43,31,1,1,24,17,4,16,31,3,120,60:00,12,14,0,0,0,0,0,16,22,0.727,NA,1,12,6,18,39,26,2,0,22,19,3,15,31,2,60,60:00,15,16,0,0,0,0,0,16,18,0.889,NA
2020-02-01,High Point Panthers,Maryland,Away,FALSE,12,23,NA,1,12,8,20,45,27,0,0,26,15,2,18,37,3,150,60:00,23,21,0,0,0,0,0,23,26,0.885,NA,1,23,15,38,70,44,1,0,36,11,7,19,37,5,210,60:00,12,15,0,0,0,0,0,25,25,1,NA
2020-02-08,High Point Panthers,Duke,Home,FALSE,8,17,NA,1,8,6,14,32,16,1,0,35,23,7,10,25,6,390,60:00,17,13,0,0,0,0,0,21,24,0.875,NA,1,17,11,28,42,30,2,0,39,17,11,15,25,4,210,60:00,8,8,0,0,0,0,0,26,27,0.963,NA
2020-02-15,High Point Panthers,Drexel,Home,FALSE,16,15,NA,1,16,7,23,42,32,4,0,34,16,9,22,35,5,210,60:00,15,15,0,0,0,0,0,17,20,0.85,NA,1,15,9,24,47,30,3,0,30,17,5,13,35,6,240,60:00,16,16,0,0,0,0,0,18,24,0.75,NA
