date,team,opponent,home_away,result,home_score,visitor_score,overtime,g,goals,assists,points,shots,sog,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,pen,pen_time,g_min,goals_allowed,saves,w,l,t,rc,yc,clears,att.x,clear_pct.x,otg.x,defensive_g,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_man_up_g,defensive_man_down_g,defensive_gb,defensive_to,defensive_ct,defensive_fo_won,defensive_f_os_taken,defensive_pen,defensive_pen_time,defensive_g_min,defensive_goals_allowed,defensive_saves,defensive_w,defensive_l,defensive_t,defensive_rc,defensive_yc,defensive_clears,att.y,clear_pct.y,otg.y
2020-02-23,High Point Panthers,Cornell Calvert Hall,Away,FALSE,11,21,NA,1,11,7,18,40,21,5,0,21,19,8,11,35,6,240,60:00,21,12,0,0,0,0,0,23,30,0.767,NA,1,21,15,36,43,33,4,0,46,19,9,24,35,10,570,60:00,11,10,0,0,0,0,0,21,24,0.875,NA
2020-02-25,High Point Panthers,Virginia,Away,FALSE,15,18,NA,1,15,10,25,36,26,2,0,24,19,6,10,35,3,120,60:00,18,15,0,0,0,0,0,12,16,0.75,NA,1,18,13,31,57,33,1,0,45,20,4,25,35,5,330,60:00,15,11,0,0,0,0,0,19,19,1,NA
2020-02-29,High Point Panthers,Robert Morris,Away,FALSE,11,15,NA,1,11,7,18,41,22,2,0,32,18,13,14,29,2,60,60:00,15,10,0,0,0,0,0,19,21,0.905,NA,1,15,10,25,40,25,1,0,42,19,12,15,29,2,120,60:00,11,11,0,0,0,0,0,18,22,0.818,NA
2020-03-02,High Point Panthers,St. Bonaventure,Home,FALSE,13,8,NA,1,13,10,23,42,28,1,1,42,17,9,17,24,5,240,60:00,8,9,0,0,0,0,0,21,21,1,NA,1,8,7,15,29,17,1,0,25,19,12,7,24,2,60,60:00,13,15,0,0,0,0,0,20,24,0.833,NA
2020-03-07,High Point Panthers,UMBC,Away,FALSE,13,19,NA,1,13,6,19,30,22,0,0,28,16,6,15,34,7,360,60:00,19,12,0,0,0,0,0,19,23,0.826,NA,1,19,7,26,47,31,3,0,29,12,8,19,34,2,120,60:00,13,9,0,0,0,0,0,19,20,0.95,NA
2020-02-08,Hobart Statesmen,Canisius,Home,FALSE,22,8,NA,1,22,6,28,53,38,3,0,31,14,7,18,33,6,240,60:00,8,16,0,0,0,0,0,18,24,0.75,NA,1,8,5,13,38,24,1,0,30,15,5,15,33,5,210,60:00,22,16,0,0,0,0,0,16,18,0.889,NA
2020-02-15,Hobart Statesmen,Siena,Home,FALSE,26,9,NA,1,26,15,41,68,43,3,0,49,13,11,23,38,6,300,60:00,9,11,0,0,0,0,0,18,20,0.9,NA,1,9,9,18,40,20,1,0,22,15,6,15,38,4,210,60:00,26,17,0,0,0,0,0,13,17,0.765,NA
2020-02-22,Hobart Statesmen,Colgate,Home,FALSE,21,13,NA,1,21,9,30,61,37,3,0,36,15,8,20,39,7,330,60:00,13,18,0,0,0,0,0,19,23,0.826,NA,1,13,9,22,45,31,4,0,31,17,5,19,39,6,300,60:00,21,16,0,0,0,0,0,20,22,0.909,NA
2020-02-28,Hobart Statesmen,Syracuse,Away,FALSE,13,21,NA,1,13,7,20,40,20,3,0,35,22,6,18,38,2,90,60:00,21,16,0,0,0,0,0,19,23,0.826,NA,1,21,9,30,48,37,1,1,39,13,13,20,38,4,240,60:00,13,7,0,0,0,0,0,14,16,0.875,NA
2020-03-07,Hobart Statesmen,Binghamton,Home,FALSE,16,9,NA,1,16,11,27,45,29,1,0,34,18,6,19,28,1,30,60:00,9,15,0,0,0,0,0,19,21,0.905,NA,1,9,3,12,34,24,1,0,31,18,2,9,28,2,60,60:00,16,13,0,0,0,0,0,18,21,0.857,NA
2020-02-08,Hofstra Pride,Wagner,Home,FALSE,21,11,NA,1,21,14,35,47,34,3,1,45,17,4,27,36,3,240,60:00,11,8,0,0,0,0,0,17,21,0.81,NA,1,11,5,16,30,19,1,0,24,16,3,9,36,3,180,60:00,21,13,0,0,0,0,0,13,17,0.765,NA
2020-02-15,Hofstra Pride,Michigan,Home,FALSE,12,9,NA,1,12,5,17,37,21,1,0,22,16,8,11,23,6,270,60:00,9,8,0,0,0,0,0,17,17,1,NA,1,9,3,12,33,17,0,0,23,16,4,12,23,6,240,60:00,12,9,0,0,0,0,0,16,23,0.696,NA
2020-02-22,Hofstra Pride,Villanova,Home,FALSE,8,10,NA,1,8,4,12,46,21,1,0,30,11,6,11,21,2,90,60:00,10,9,0,0,0,0,0,19,19,1,NA,1,10,7,17,41,19,1,0,29,15,4,10,21,1,30,60:00,8,13,0,0,0,0,0,19,23,0.826,NA
2020-02-25,Hofstra Pride,Stony Brook,Away,FALSE,11,14,NA,1,11,8,19,50,27,3,0,27,14,4,12,28,8,360,60:00,14,15,0,0,0,0,0,19,20,0.95,NA,1,14,7,21,41,29,2,1,29,16,6,16,28,8,360,60:00,11,16,0,0,0,0,0,19,26,0.731,NA
2020-02-29,Hofstra Pride,LIU,Home,FALSE,14,6,NA,1,14,7,21,43,23,0,0,49,16,9,21,24,5,270,60:00,6,4,0,0,0,0,0,26,26,1,NA,1,6,3,9,24,10,2,0,19,22,8,3,24,3,150,60:00,14,9,0,0,0,0,0,19,22,0.864,NA
2020-03-07,Hofstra Pride,Ohio St.,Away,FALSE,10,12,NA,1,10,4,14,46,29,0,0,23,12,5,13,26,1,60,60:00,12,9,0,0,0,0,0,18,22,0.818,NA,1,12,8,20,40,21,0,0,30,15,2,13,26,0,0,60:00,10,19,0,0,0,0,0,18,20,0.9,NA
2020-03-10,Hofstra Pride,St. John's (NY),Away,FALSE,19,9,NA,1,19,13,32,46,32,1,0,33,14,5,22,32,1,30,60:00,9,14,0,0,0,0,0,14,16,0.875,NA,1,9,4,13,34,23,1,0,24,14,6,10,32,2,90,60:00,19,13,0,0,0,0,0,14,15,0.933,NA
2020-02-01,Holy Cross Crusaders,Merrimack,Away,FALSE,13,12,NA,1,13,8,21,40,24,2,0,35,15,10,18,28,2,120,60:00,12,6,0,0,0,0,0,18,19,0.947,NA,1,12,11,23,32,18,2,0,21,19,6,10,28,3,150,60:00,13,11,0,0,0,0,0,20,22,0.909,NA
2020-02-08,Holy Cross Crusaders,Providence,Away,FALSE,4,6,NA,1,4,2,6,36,17,0,0,28,17,11,9,13,3,90,60:00,6,12,0,0,0,0,0,20,22,0.909,NA,1,6,5,11,36,18,2,0,28,16,6,4,13,4,210,60:00,4,13,0,0,0,0,0,21,24,0.875,NA
2020-02-15,Holy Cross Crusaders,Vermont,Home,FALSE,10,9,NA,1,10,7,17,40,22,0,0,31,15,12,14,23,1,60,60:00,9,11,0,0,0,0,0,16,21,0.762,NA,1,9,5,14,33,20,0,0,24,16,7,9,23,1,30,60:00,10,12,0,0,0,0,0,17,18,0.944,NA
2020-02-18,Holy Cross Crusaders,UMass Lowell,Home,FALSE,13,12,1,1,13,4,17,43,20,1,0,33,21,9,17,27,5,240,64:00,12,7,0,0,0,0,0,18,22,0.818,1,1,12,8,20,34,19,3,0,29,23,12,10,27,6,240,64:00,13,7,0,0,0,0,0,21,28,0.75,NA
2020-02-25,Holy Cross Crusaders,Harvard,Home,FALSE,9,8,NA,1,9,4,13,48,28,0,0,27,13,8,15,20,3,90,60:00,8,7,0,0,0,0,0,15,15,1,NA,1,8,5,13,28,15,0,0,16,14,9,5,20,7,270,60:00,9,19,0,0,0,0,0,17,19,0.895,NA
2020-02-29,Holy Cross Crusaders,Army West Point,Away,FALSE,5,12,NA,1,5,3,8,28,14,1,0,30,29,14,10,18,3,180,60:00,12,13,0,0,0,0,0,13,24,0.542,NA,1,12,8,20,39,25,1,0,40,23,12,8,18,3,180,60:00,5,9,0,0,0,0,0,16,25,0.64,NA
2020-03-07,Holy Cross Crusaders,Lehigh,Away,FALSE,10,15,NA,1,10,5,15,31,17,0,0,35,20,9,17,29,2,60,60:00,15,12,0,0,0,0,0,17,18,0.944,NA,1,15,12,27,34,27,1,0,38,17,12,12,29,1,30,60:00,10,7,0,0,0,0,0,17,24,0.708,NA
2020-02-01,Jacksonville Dolphins,Detroit Mercy,Home,FALSE,14,15,NA,1,14,10,24,34,21,1,0,34,16,11,15,33,5,180,60:00,15,13,0,0,0,0,0,23,24,0.958,NA,1,15,4,19,40,28,3,0,29,14,4,18,33,4,210,60:00,14,7,0,0,0,0,0,15,19,0.789,NA
2020-02-15,Jacksonville Dolphins,Marquette,Away,FALSE,11,9,NA,1,11,6,17,38,22,0,0,32,18,13,12,24,6,210,60:00,9,6,0,0,0,0,0,19,21,0.905,NA,1,9,6,15,30,15,2,0,31,24,7,12,24,3,180,60:00,11,11,0,0,0,0,0,16,24,0.667,NA
2020-02-23,Jacksonville Dolphins,"Robert Morris Sparks, Md.",Away,FALSE,15,8,NA,1,15,6,21,41,30,1,0,42,19,10,15,27,6,210,60:00,8,14,0,0,0,0,0,24,26,0.923,NA,1,8,2,10,49,22,0,0,35,20,12,12,27,4,180,60:00,15,15,0,0,0,0,0,18,25,0.72,NA
2020-02-29,Jacksonville Dolphins,Utah,Home,FALSE,11,15,NA,1,11,5,16,53,26,0,0,30,7,9,10,29,3,120,60:00,15,12,0,0,0,0,0,19,19,1,NA,1,15,9,24,37,27,2,0,37,15,2,19,29,2,60,60:00,11,15,0,0,0,0,0,16,19,0.842,NA
2020-03-06,Jacksonville Dolphins,Hampton,Home,FALSE,18,1,NA,1,18,12,30,58,29,0,0,38,23,17,12,22,2,90,60:00,1,8,0,0,0,0,0,25,28,0.893,NA,1,1,1,2,21,9,0,0,23,28,7,10,22,0,0,60:00,18,11,0,0,0,0,0,16,27,0.593,NA
2020-03-10,Jacksonville Dolphins,Duke,Away,FALSE,8,18,NA,1,8,6,14,29,21,0,1,16,14,0,8,29,3,120,60:00,18,5,0,0,0,0,0,19,20,0.95,NA,1,18,9,27,41,23,0,0,39,20,6,21,29,2,90,60:00,8,13,0,0,0,0,0,20,22,0.909,NA
2020-02-08,Johns Hopkins Blue Jays,Towson,Home,FALSE,15,7,NA,1,15,8,23,46,30,1,0,42,15,5,20,26,4,150,60:00,7,12,0,0,0,0,0,19,23,0.826,NA,1,7,5,12,34,19,1,0,28,13,8,6,26,3,90,60:00,15,15,0,0,0,0,0,22,22,1,NA
2020-02-15,Johns Hopkins Blue Jays,Loyola Maryland,Away,FALSE,7,10,NA,1,7,3,10,37,22,0,0,22,15,4,8,20,3,150,60:00,10,11,0,0,0,0,0,13,17,0.765,NA,1,10,5,15,44,21,0,0,29,15,7,12,20,4,120,60:00,7,15,0,0,0,0,0,15,21,0.714,NA
2020-02-22,Johns Hopkins Blue Jays,North Carolina,Home,FALSE,10,17,NA,1,10,5,15,42,20,1,0,21,15,2,18,30,6,300,60:00,17,14,0,0,0,0,0,13,19,0.684,NA,1,17,13,30,48,31,5,0,29,11,3,12,30,3,150,60:00,10,10,0,0,0,0,0,16,17,0.941,NA
2020-02-29,Johns Hopkins Blue Jays,Princeton,Away,FALSE,11,18,NA,1,11,7,18,49,26,4,0,31,12,5,21,33,6,270,60:00,18,10,0,0,0,0,0,5,8,0.625,NA,1,18,11,29,44,28,2,0,34,11,9,12,33,5,240,60:00,11,15,0,0,0,0,0,12,13,0.923,NA
2020-03-07,Johns Hopkins Blue Jays,Syracuse,Home,FALSE,9,15,NA,1,9,6,15,40,25,1,0,26,14,5,10,28,5,330,60:00,15,14,0,0,0,0,0,15,18,0.833,NA,1,15,11,26,42,29,3,0,34,17,6,18,28,5,270,60:00,9,16,0,0,0,0,0,22,24,0.917,NA
2020-03-10,Johns Hopkins Blue Jays,Mount St. Mary's,Home,FALSE,13,12,1,1,13,7,20,41,27,1,0,33,21,5,20,28,5,270,62:16,12,9,0,0,0,0,0,21,24,0.875,1,1,12,8,20,33,21,3,0,33,18,8,8,28,3,120,62:16,13,14,0,0,0,0,0,20,23,0.87,NA
2020-02-08,LIU Sharks,Siena,Away,FALSE,12,14,NA,1,12,10,22,33,24,1,0,33,23,4,15,30,3,150,60:00,14,18,0,0,0,0,0,18,24,0.75,NA,1,14,5,19,49,32,1,0,34,17,14,15,30,6,270,60:00,12,12,0,0,0,0,0,22,26,0.846,NA
2020-02-15,LIU Sharks,Wagner,Home,FALSE,8,9,1,1,8,5,13,30,20,0,0,20,13,9,5,21,3,120,61:43,9,12,0,0,0,0,0,22,24,0.917,NA,1,9,2,11,45,21,0,0,28,17,6,16,21,1,60,61:43,8,12,0,0,0,0,0,18,20,0.9,1
2020-02-22,LIU Sharks,St. John's (NY),Home,FALSE,15,17,NA,1,15,10,25,42,27,2,0,15,11,5,14,35,7,330,60:00,17,15,0,0,0,0,0,19,21,0.905,NA,1,17,12,29,50,32,6,0,28,15,3,21,35,4,150,60:00,15,12,0,0,0,0,0,15,16,0.938,NA
2020-02-29,LIU Sharks,Hofstra,Away,FALSE,6,14,NA,1,6,3,9,24,10,2,0,19,22,8,3,24,3,150,60:00,14,9,0,0,0,0,0,19,22,0.864,NA,1,14,7,21,43,23,0,0,49,16,9,21,24,5,270,60:00,6,4,0,0,0,0,0,26,26,1,NA
2020-03-03,LIU Sharks,Fairfield,Away,FALSE,15,19,NA,1,15,11,26,37,28,1,0,30,19,2,13,36,5,150,60:00,19,19,0,0,0,0,0,15,22,0.682,NA,1,19,11,30,57,38,0,0,51,12,12,23,36,1,30,60:00,15,13,0,0,0,0,0,19,20,0.95,NA
2020-03-07,LIU Sharks,Quinnipiac,Home,FALSE,13,9,NA,1,13,7,20,39,19,3,0,25,18,8,8,24,6,300,60:00,9,16,0,0,0,0,0,20,21,0.952,NA,1,9,5,14,45,25,1,0,32,21,9,16,24,10,570,60:00,13,6,0,0,0,0,0,15,15,1,NA
2020-03-10,LIU Sharks,Massachusetts,Away,FALSE,10,14,NA,1,10,7,17,30,22,1,0,21,16,1,11,28,4,210,60:00,14,18,0,0,0,0,0,14,19,0.737,NA,1,14,11,25,47,32,2,0,32,10,10,17,28,4,150,60:00,10,12,0,0,0,0,0,13,15,0.867,NA
2020-02-01,Lafayette Leopards,Penn St.,Away,FALSE,9,16,NA,1,9,4,13,30,17,1,0,20,19,3,5,27,4,240,60:00,16,11,0,0,0,0,0,21,25,0.84,NA,1,16,9,25,36,27,4,0,33,17,5,22,27,4,180,60:00,9,8,0,0,0,0,0,17,19,0.895,NA
2020-02-08,Lafayette Leopards,Georgetown,Home,FALSE,3,17,NA,1,3,0,3,22,9,0,0,20,24,7,10,23,3,150,60:00,17,13,0,0,0,0,0,21,26,0.808,NA,1,17,11,28,52,30,2,0,42,12,13,13,23,1,30,60:00,3,6,0,0,0,0,0,26,26,1,NA
2020-02-15,Lafayette Leopards,North Carolina,Away,FALSE,8,24,NA,1,8,4,12,31,18,1,0,24,22,3,15,36,7,300,60:00,24,14,0,0,0,0,0,13,19,0.684,NA,1,24,19,43,58,38,4,0,51,17,10,21,36,4,210,60:00,8,10,0,0,0,0,0,17,20,0.85,NA
2020-02-22,Lafayette Leopards,Binghamton,Away,FALSE,10,11,3,1,10,5,15,29,19,1,0,39,23,8,11,24,6,300,72:00,11,12,0,0,0,0,0,25,27,0.926,NA,1,11,8,19,42,23,1,0,30,17,13,13,24,4,180,72:00,10,9,0,0,0,0,0,17,19,0.895,1
2020-02-29,Lafayette Leopards,Loyola Maryland,Home,FALSE,4,14,NA,1,4,2,6,15,11,0,0,26,23,6,5,20,4,210,60:00,14,11,0,0,0,0,0,16,25,0.64,NA,1,14,9,23,47,25,2,0,36,14,13,15,20,1,60,60:00,4,7,0,0,0,0,0,17,17,1,NA
2020-03-07,Lafayette Leopards,Army West Point,Home,FALSE,8,16,NA,1,8,3,11,37,16,0,0,32,22,7,18,28,3,180,60:00,16,11,0,0,0,0,0,18,22,0.818,NA,1,16,11,27,50,27,1,0,33,14,12,10,28,1,30,60:00,8,8,0,0,0,0,0,20,24,0.833,NA
2020-02-08,Lehigh Mountain Hawks,Utah,Home,FALSE,16,11,NA,1,16,10,26,48,29,5,0,52,19,10,19,30,4,180,60:00,11,12,0,0,0,0,0,17,19,0.895,NA,1,11,7,18,40,23,1,0,35,17,17,11,30,8,330,60:00,16,13,0,0,0,0,0,21,24,0.875,NA
2020-02-15,Lehigh Mountain Hawks,Virginia,Away,FALSE,8,12,NA,1,8,3,11,28,19,0,0,36,23,6,12,23,1,60,60:00,12,14,0,0,0,0,0,17,24,0.708,NA,1,12,8,20,48,26,1,0,45,14,18,11,23,2,120,60:00,8,11,0,0,0,0,0,17,20,0.85,NA
2020-02-20,Lehigh Mountain Hawks,VMI,Home,FALSE,14,11,NA,1,14,10,24,34,23,3,0,46,19,8,18,28,2,90,60:00,11,8,0,0,0,0,0,12,14,0.857,NA,1,11,6,17,26,19,1,1,35,14,12,10,28,6,240,60:00,14,9,0,0,0,0,0,13,15,0.867,NA
2020-02-22,Lehigh Mountain Hawks,NJIT,Away,FALSE,17,8,NA,1,17,9,26,53,38,1,0,37,12,8,24,29,4,360,60:00,8,8,0,0,0,0,0,19,20,0.95,NA,1,8,8,16,28,16,3,0,15,16,5,5,29,3,150,60:00,17,21,0,0,0,0,0,17,20,0.85,NA
2020-02-29,Lehigh Mountain Hawks,Navy,Home,FALSE,14,6,NA,1,14,9,23,44,24,1,0,45,23,11,19,24,4,180,60:00,6,12,0,0,0,0,0,17,22,0.773,NA,1,6,6,12,23,18,4,0,31,18,11,5,24,4,120,60:00,14,10,0,0,0,0,0,13,19,0.684,NA
2020-03-07,Lehigh Mountain Hawks,Holy Cross,Home,FALSE,15,10,NA,1,15,12,27,34,27,1,0,38,17,12,12,29,1,30,60:00,10,7,0,0,0,0,0,17,24,0.708,NA,1,10,5,15,31,17,0,0,35,20,9,17,29,2,60,60:00,15,12,0,0,0,0,0,17,18,0.944,NA
2020-02-08,Loyola Maryland Greyhounds,Virginia,Away,FALSE,9,12,NA,1,9,7,16,55,28,3,0,30,15,8,14,24,2,120,60:00,12,15,0,0,0,0,0,18,20,0.9,NA,1,12,9,21,44,27,0,0,44,14,8,10,24,8,420,60:00,9,19,0,0,0,0,0,19,24,0.792,NA
2020-02-15,Loyola Maryland Greyhounds,Johns Hopkins,Home,FALSE,10,7,NA,1,10,5,15,44,21,0,0,29,15,7,12,20,4,120,60:00,7,15,0,0,0,0,0,15,21,0.714,NA,1,7,3,10,37,22,0,0,22,15,4,8,20,3,150,60:00,10,11,0,0,0,0,0,13,17,0.765,NA
2020-02-22,Loyola Maryland Greyhounds,Rutgers,Home,FALSE,11,10,NA,1,11,5,16,48,27,0,0,39,15,6,23,25,2,90,60:00,10,10,0,0,0,0,0,16,16,1,NA,1,10,6,16,26,20,0,0,20,11,6,2,25,2,60,60:00,11,16,0,0,0,0,0,18,21,0.857,NA
2020-02-26,Loyola Maryland Greyhounds,Towson,Home,FALSE,15,6,NA,1,15,9,24,51,31,4,0,33,15,15,16,25,1,60,60:00,6,10,0,0,0,0,0,21,21,1,NA,1,6,5,11,25,16,1,0,27,19,5,9,25,4,270,60:00,15,16,0,0,0,0,0,16,22,0.727,NA
2020-02-29,Loyola Maryland Greyhounds,Lafayette,Away,FALSE,14,4,NA,1,14,9,23,47,25,2,0,36,14,13,15,20,1,60,60:00,4,7,0,0,0,0,0,17,17,1,NA,1,4,2,6,15,11,0,0,26,23,6,5,20,4,210,60:00,14,11,0,0,0,0,0,16,25,0.64,NA
2020-03-07,Loyola Maryland Greyhounds,Duke,Home,FALSE,10,13,NA,1,10,6,16,45,25,5,0,33,13,7,16,27,1,60,60:00,13,9,0,0,0,0,0,15,18,0.833,NA,1,13,8,21,35,22,0,0,27,12,8,11,27,6,210,60:00,10,15,0,0,0,0,0,16,18,0.889,NA
2020-02-07,Manhattan Jaspers,Navy,Away,FALSE,4,9,NA,1,4,2,6,27,18,0,0,25,16,5,6,17,2,60,60:00,9,9,0,0,0,0,0,14,19,0.737,NA,1,9,5,14,32,18,1,0,31,21,8,11,17,3,150,60:00,4,14,0,0,0,0,0,15,20,0.75,NA
2020-02-15,Manhattan Jaspers,VMI,Home,FALSE,10,8,NA,1,10,4,14,26,15,2,0,25,21,4,12,21,4,210,60:00,8,14,0,0,0,0,0,19,22,0.864,NA,1,8,3,11,39,22,0,0,27,13,10,9,21,1,60,60:00,10,5,0,0,0,0,0,15,18,0.833,NA
2020-02-22,Manhattan Jaspers,Wagner,Away,FALSE,16,5,NA,1,16,13,29,30,24,0,0,28,14,9,8,24,3,150,60:00,5,14,0,0,0,0,0,19,19,1,NA,1,5,2,7,32,19,1,0,26,16,6,16,24,2,120,60:00,16,8,0,0,0,0,0,16,18,0.889,NA
2020-02-29,Manhattan Jaspers,Bryant,Home,FALSE,5,16,NA,1,5,3,8,20,12,0,0,20,16,3,6,25,3,120,60:00,16,17,0,0,0,0,0,14,18,0.778,NA,1,16,10,26,55,33,2,0,33,13,5,19,25,2,120,60:00,5,7,0,0,0,0,0,13,14,0.929,NA
2020-03-03,Manhattan Jaspers,Hartford,Away,FALSE,8,11,NA,1,8,5,13,33,22,0,0,23,17,4,6,23,2,120,60:00,11,15,0,0,0,0,0,20,22,0.909,NA,1,11,8,19,48,26,0,0,27,16,7,17,23,3,120,60:00,8,14,0,0,0,0,0,16,19,0.842,NA
2020-03-07,Manhattan Jaspers,NJIT,Away,FALSE,8,7,NA,1,8,5,13,29,13,0,0,22,16,9,7,18,2,90,60:00,7,14,0,0,0,0,0,21,24,0.875,NA,1,7,4,11,29,21,0,0,28,18,4,11,18,0,0,60:00,8,5,0,0,0,0,0,26,27,0.963,NA
2020-02-08,Marist Red Foxes,Binghamton,Home,FALSE,12,4,NA,1,12,7,19,42,29,2,0,24,14,13,15,18,5,240,60:00,4,8,0,0,0,0,0,17,18,0.944,NA,1,4,1,5,28,12,0,0,20,22,6,3,18,4,330,60:00,12,17,0,0,0,0,0,22,27,0.815,NA
2020-02-14,Marist Red Foxes,Richmond,Away,FALSE,11,13,NA,1,11,5,16,36,24,1,0,31,16,10,15,28,3,150,60:00,13,8,0,0,0,0,0,17,20,0.85,NA,1,13,10,23,35,21,2,0,25,14,9,13,28,2,60,60:00,11,13,0,0,0,0,0,18,19,0.947,NA
2020-02-18,Marist Red Foxes,Army West Point,Home,FALSE,17,9,NA,1,17,12,29,38,27,2,0,36,19,7,17,28,5,210,60:00,9,16,0,0,0,0,0,20,26,0.769,NA,1,9,7,16,45,25,1,0,38,16,9,11,28,7,330,60:00,17,10,0,0,0,0,0,23,25,0.92,NA
2020-02-25,Marist Red Foxes,Hartford,Home,FALSE,14,6,NA,1,14,6,20,52,30,4,0,30,11,10,15,24,6,270,60:00,6,12,0,0,0,0,0,17,19,0.895,NA,1,6,2,8,33,18,0,0,25,19,6,9,24,5,150,60:00,14,16,0,0,0,0,0,17,20,0.85,NA
2020-02-29,Marist Red Foxes,Bucknell,Away,FALSE,11,20,NA,1,11,9,20,35,20,4,0,33,24,11,18,34,2,90,60:00,20,13,0,0,0,0,0,10,19,0.526,NA,1,20,13,33,56,33,0,0,41,16,18,16,34,6,300,60:00,11,9,0,0,0,0,0,20,23,0.87,NA
2020-03-07,Marist Red Foxes,Delaware,Home,FALSE,14,15,NA,1,14,10,24,41,28,3,0,43,12,6,22,32,5,240,60:00,15,10,0,0,0,0,0,17,19,0.895,NA,1,15,9,24,43,25,2,1,30,13,4,10,32,3,150,60:00,14,14,0,0,0,0,0,19,22,0.864,NA
2020-02-01,Marquette Golden Eagles,Cleveland St.,Away,FALSE,11,10,1,1,11,4,15,37,18,0,0,32,17,12,9,23,4,210,60:25,10,10,0,0,0,0,0,20,26,0.769,1,1,10,6,16,38,20,1,0,29,21,6,14,23,1,30,60:25,11,7,0,0,0,0,0,19,21,0.905,NA
2020-02-08,Marquette Golden Eagles,Bellarmine,Home,FALSE,11,10,NA,1,11,7,18,33,20,1,0,40,20,11,12,23,5,270,60:00,10,5,0,0,0,0,0,16,21,0.762,NA,1,10,6,16,32,15,2,0,28,21,7,11,23,3,180,60:00,11,9,0,0,0,0,0,14,16,0.875,NA
2020-02-15,Marquette Golden Eagles,Jacksonville,Home,FALSE,9,11,NA,1,9,6,15,30,15,2,0,31,24,7,12,24,3,180,60:00,11,11,0,0,0,0,0,16,24,0.667,NA,1,11,6,17,38,22,0,0,32,18,13,12,24,6,210,60:00,9,6,0,0,0,0,0,19,21,0.905,NA
2020-02-22,Marquette Golden Eagles,Detroit Mercy,Away,FALSE,18,6,NA,1,18,5,23,47,27,2,0,29,14,12,12,26,6,240,60:00,6,6,0,0,0,0,0,21,22,0.955,NA,1,6,2,8,30,12,1,0,28,23,4,14,26,5,270,60:00,18,9,0,0,0,0,0,14,17,0.824,NA
