Date,Team,Opponent,Home / Away,Result,Score,Visitor Score,Overtime,Goals,Assists,Points,Shots,Shots on Goal,Ground Balls,Turnovers,Caused Turnovers,Defensive Goals,Defensive Assists,Defensive Points,Defensive Shots,Defensive Shots on Goal,Defensive Groundball's,Defensive  Turnovers,Defensive  Caused Turnovers,Goals Allowed,Saves,Defensive Goals Allowed,Defensive Saves
2023-04-08,Massachusetts,Richmond,Away,W,12,13,NA,12,7,19,29,21,32,18,8,13,7,20,48,23,33,15,13,13,10,12,9
2023-04-15,Massachusetts,St. Bonaventure,Home,L,14,3,NA,14,9,23,66,36,34,9,8,3,1,4,20,13,22,16,5,3,10,14,22
2023-04-22,Massachusetts,Saint Joseph's,Away,W,10,11,NA,10,6,16,46,21,35,15,10,11,3,14,39,22,24,17,5,11,11,10,11
2023-04-28,Massachusetts,Hobart,Home,L,13,9,NA,13,6,19,42,23,40,15,4,9,5,14,41,25,26,8,6,9,16,13,10
2023-05-04,Massachusetts,Richmond,Away,L,8,15,NA,8,3,11,30,19,26,19,2,15,6,21,45,31,27,12,10,15,16,8,11
2023-02-04,Mercer,Bucknell,Away,L,6,20,NA,6,5,11,24,15,35,30,12,20,14,34,46,30,36,22,19,20,10,6,9
2023-02-10,Mercer,North Carolina,Away,L,3,25,NA,3,1,4,38,14,38,28,1,25,15,40,50,38,42,15,12,25,13,3,11
2023-02-18,Mercer,Holy Cross,Home,L,15,6,NA,15,11,26,49,33,28,13,14,6,2,8,26,14,21,25,8,6,8,15,18
2023-02-25,Mercer,Army West Point,Home,W,5,16,NA,5,3,8,24,13,25,15,6,16,12,28,47,31,33,11,5,16,15,5,8
2023-03-04,Mercer,Air Force,Home,W,8,14,NA,8,4,12,50,18,27,13,6,14,7,21,44,23,25,14,7,14,9,8,10
2023-03-07,Mercer,Richmond,Away,L,6,11,NA,6,4,10,28,16,26,20,8,11,6,17,32,23,26,16,10,11,12,6,10
2023-03-11,Mercer,UMBC,Away,L,8,13,NA,8,5,13,31,18,32,23,5,13,7,20,39,24,17,13,11,13,11,8,10
2023-03-18,Mercer,Detroit Mercy,Home,W,16,12,NA,16,6,22,55,33,41,12,3,12,7,19,37,20,22,7,7,12,8,16,17
2023-03-25,Mercer,Jacksonville,Away,W,15,18,NA,15,9,24,39,26,29,21,5,18,10,28,53,32,34,13,17,18,14,15,11
2023-03-29,Mercer,Bellarmine,Away,L,15,12,NA,15,10,25,44,27,31,12,5,12,9,21,42,26,21,9,6,12,14,15,12
2023-04-01,Mercer,Robert Morris,Home,W,9,8,NA,9,5,14,48,29,23,7,10,8,5,13,33,20,21,15,2,8,12,9,20
2023-04-08,Mercer,Cleveland St.,Home,W,8,11,NA,8,7,15,30,20,33,15,9,11,7,18,34,18,23,17,4,11,7,8,12
2023-04-15,Mercer,Utah,Away,W,12,22,NA,12,4,16,39,25,34,20,6,22,14,36,56,32,35,13,13,22,10,12,13
2023-04-22,Mercer,Queens (NC),Home,L,18,5,NA,18,11,29,51,35,23,16,11,5,2,7,31,14,21,22,7,5,9,18,17
2023-04-29,Mercer,Lindenwood,Away,W,12,8,NA,12,10,22,42,20,31,20,9,8,3,11,32,15,25,18,9,8,7,12,8
2023-05-02,Mercer,"Bellarmine Moon Township, PA",Away,W,13,14,NA,13,7,20,40,25,30,14,10,14,7,21,40,21,31,13,8,14,7,13,12
2023-02-05,Merrimack,Hofstra,Home,L,10,7,NA,10,8,18,30,21,23,16,6,7,4,11,44,16,41,26,9,7,9,10,11
2023-02-08,Merrimack,Holy Cross,Home,L,14,9,NA,14,5,19,40,25,45,22,6,9,5,14,36,20,34,17,6,9,11,14,11
2023-02-11,Merrimack,LIU,Home,L,15,9,NA,15,9,24,36,25,34,17,4,9,6,15,34,24,43,18,4,9,15,15,10
2023-02-18,Merrimack,Dartmouth,Home,L,10,11,NA,10,4,14,26,20,34,20,13,11,7,18,33,19,46,27,11,11,8,10,10
2023-02-25,Merrimack,Denver,Away,L,9,13,NA,9,7,16,26,18,22,17,7,13,6,19,58,35,31,14,7,13,22,9,9
2023-03-05,Merrimack,Quinnipiac,Away,W,16,8,NA,16,9,25,41,30,23,11,6,8,7,15,46,26,25,16,3,8,18,16,14
2023-03-18,Merrimack,Binghamton,Home,W,7,14,NA,7,4,11,37,20,32,19,5,14,8,22,49,34,36,18,6,14,20,7,13
2023-03-25,Merrimack,UMBC,Away,L,5,15,NA,5,3,8,27,16,17,21,6,15,10,25,52,33,32,13,9,15,18,5,11
2023-04-01,Merrimack,Vermont,Home,W,8,13,NA,8,5,13,35,16,21,22,25,13,8,21,33,20,31,27,20,13,7,8,8
2023-04-08,Merrimack,NJIT,Home,W,15,12,NA,15,3,18,44,27,33,15,10,12,7,19,34,21,29,24,7,12,9,15,12
2023-04-14,Merrimack,UMass Lowell,Away,L,13,10,NA,13,11,24,38,21,26,16,5,10,3,13,29,19,24,14,8,10,9,13,8
2023-04-23,Merrimack,UAlbany,Away,W,11,13,NA,11,5,16,39,21,35,13,9,13,8,21,48,21,42,22,6,13,8,11,10
2023-04-29,Merrimack,Bryant,Home,L,12,9,NA,12,7,19,41,24,40,22,12,9,6,15,30,21,38,23,5,9,12,12,12
2023-05-07,Merrimack,"Duke Bethpage, N.Y.",Away,L,2,14,NA,2,1,3,32,9,33,26,11,14,10,24,50,31,40,19,11,14,17,2,7
2023-02-11,Michigan,Virginia,Away,W,13,17,NA,13,6,19,36,29,34,15,7,17,11,28,44,26,38,11,10,17,9,13,16
2023-02-18,Michigan,Hofstra,Home,W,11,10,NA,11,8,19,38,26,29,14,9,10,6,16,38,22,20,12,8,10,12,11,15
2023-02-21,Michigan,Canisius,Home,L,19,8,NA,19,11,30,49,35,32,9,10,8,5,13,34,14,21,14,4,8,6,19,16
2023-02-25,Michigan,"Marquette Naples, Fla.",Away,L,9,14,NA,9,6,15,33,18,28,19,9,14,5,19,37,27,30,15,10,14,13,9,9
2023-03-04,Michigan,Delaware,Away,L,16,12,NA,16,8,24,38,23,26,14,7,12,8,20,44,24,30,13,7,12,12,16,7
2023-03-11,Michigan,Harvard,Away,L,19,13,NA,19,10,29,43,30,45,23,7,13,5,18,45,30,35,13,9,13,17,19,11
2023-03-18,Michigan,Notre Dame,Home,W,8,18,NA,8,6,14,40,23,27,14,6,18,8,26,45,25,29,10,7,18,7,8,15
2023-03-25,Michigan,Johns Hopkins,Home,L,11,15,NA,11,9,20,32,18,27,20,4,15,7,22,43,23,34,16,10,15,8,11,7
2023-04-01,Michigan,Maryland,Away,L,16,11,NA,16,10,26,43,29,26,12,4,11,3,14,41,21,26,9,7,11,10,16,13
2023-04-07,Michigan,Rutgers,Away,W,12,13,1,12,8,20,32,23,33,16,2,13,4,17,47,27,26,6,12,13,14,12,11
2023-04-16,Michigan,Penn St.,Home,W,9,11,NA,9,4,13,46,26,33,13,10,11,6,17,39,19,23,15,5,11,8,9,17
2023-04-21,Michigan,Ohio St.,Home,W,19,14,NA,19,8,27,49,34,47,11,1,14,4,18,34,20,18,9,6,14,6,19,15
2023-04-29,Michigan,Ohio St.,Home,W,14,10,NA,14,9,23,40,21,28,12,4,10,3,13,45,24,31,7,7,10,14,14,7
2023-05-04,Michigan,"Penn St. Baltimore, MD",Away,L,17,15,NA,17,7,24,53,35,37,15,4,15,8,23,42,28,19,11,5,15,13,17,18
2023-05-06,Michigan,"Maryland Baltimore, MD",Away,W,14,5,NA,14,9,23,33,22,27,17,4,5,1,6,40,19,23,13,6,5,14,14,8
2023-05-14,Michigan,Cornell,Away,L,15,14,1,15,6,21,41,26,28,13,7,14,3,17,46,30,29,10,8,14,16,15,11
2023-05-20,Michigan,"Duke Albany, N.Y.",Away,L,8,15,NA,8,5,13,38,22,27,18,3,15,4,19,36,25,31,15,12,15,10,8,14
2023-02-18,Monmouth,Princeton,Away,L,9,22,NA,9,3,12,37,20,30,11,4,22,14,36,55,36,32,11,6,22,14,9,11
2023-02-21,Monmouth,NJIT,Home,L,14,9,NA,14,3,17,44,25,40,17,15,9,3,12,27,15,32,23,7,9,6,14,11
2023-02-25,Monmouth,LIU,Away,W,10,6,NA,10,8,18,35,19,32,14,2,6,3,9,30,15,15,13,7,6,9,10,9
2023-02-28,Monmouth,Wagner,Away,L,9,4,NA,9,5,14,35,26,22,8,3,4,2,6,34,16,15,11,5,4,12,9,17
2023-03-04,Monmouth,Mount St. Mary's,Away,L,8,7,1,8,4,12,38,20,40,13,8,7,5,12,38,19,27,16,7,7,12,8,12
2023-03-11,Monmouth,Delaware,Away,L,6,18,NA,6,4,10,29,14,25,19,3,18,10,28,43,25,31,10,9,18,7,6,8
2023-03-18,Monmouth,Villanova,Home,W,6,10,NA,6,5,11,30,19,30,15,9,10,8,18,38,19,32,16,11,10,9,6,13
2023-03-25,Monmouth,Stony Brook,Home,L,12,15,NA,12,8,20,32,21,30,16,6,15,9,24,46,26,34,10,7,15,11,12,9
2023-04-01,Monmouth,Hofstra,Home,W,6,12,NA,6,2,8,39,21,26,13,6,12,7,19,41,23,31,12,6,12,11,6,15
2023-04-04,Monmouth,Saint Joseph's,Home,W,3,13,NA,3,1,4,33,15,26,20,11,13,7,20,38,20,34,21,12,13,7,3,12
2023-04-08,Monmouth,Hampton,Away,W,14,6,NA,14,9,23,48,29,39,18,12,6,2,8,33,21,21,16,9,6,15,14,15
2023-04-15,Monmouth,Fairfield,Away,W,14,15,NA,14,7,21,44,28,31,18,6,15,8,23,47,24,33,17,11,15,9,14,14
2023-04-22,Monmouth,Towson,Home,L,11,15,NA,11,7,18,34,20,37,16,6,15,8,23,46,28,31,11,7,15,13,11,9
2023-04-28,Monmouth,Drexel,Away,L,7,16,NA,7,4,11,35,16,30,23,5,16,13,29,49,30,38,14,12,16,14,7,9
2023-02-04,Mount St. Mary's,Navy,Away,L,7,13,NA,7,5,12,28,20,28,25,4,13,5,18,53,24,32,15,9,13,11,7,13
2023-02-11,Mount St. Mary's,Towson,Home,W,7,20,NA,7,5,12,37,18,32,15,11,20,12,32,48,30,34,14,6,20,10,7,11
2023-02-15,Mount St. Mary's,Delaware,Home,W,6,15,NA,6,2,8,23,11,36,27,16,15,11,26,44,31,34,22,14,15,16,6,5
2023-02-18,Mount St. Mary's,NJIT,Away,L,13,10,NA,13,7,20,55,31,29,14,7,10,6,16,42,25,25,13,6,10,15,13,18
2023-02-24,Mount St. Mary's,UMBC,Away,L,6,16,NA,6,4,10,24,15,19,19,2,16,3,19,41,24,20,13,4,16,8,6,9
2023-03-04,Mount St. Mary's,Monmouth,Home,L,7,8,1,7,5,12,38,19,27,16,7,8,4,12,38,20,40,13,8,8,12,7,12
2023-03-11,Mount St. Mary's,Manhattan,Home,L,3,9,NA,3,1,4,36,15,34,17,15,9,4,13,22,14,27,23,10,9,5,3,12
2023-03-18,Mount St. Mary's,LIU,Home,W,16,13,NA,16,11,27,47,29,50,17,10,13,7,20,37,21,32,20,8,13,8,16,13
2023-03-25,Mount St. Mary's,Wagner,Away,W,10,7,NA,10,6,16,42,21,24,19,14,7,3,10,24,15,17,23,7,7,8,10,11
2023-03-29,Mount St. Mary's,VMI,Away,W,20,5,NA,20,11,31,53,39,47,16,9,5,2,7,29,10,17,20,6,5,5,20,19
2023-04-01,Mount St. Mary's,Quinnipiac,Home,W,18,11,NA,18,12,30,51,26,44,19,11,11,8,19,32,18,26,18,10,11,7,18,8
2023-04-08,Mount St. Mary's,Marist,Away,W,12,9,NA,12,6,18,35,19,32,18,7,9,6,15,53,23,30,15,11,9,14,12,7
2023-04-12,Mount St. Mary's,Canisius,Home,W,15,13,NA,15,8,23,44,26,42,15,17,13,7,20,39,25,34,23,9,13,12,15,11
2023-04-15,Mount St. Mary's,Sacred Heart,Away,L,13,12,NA,13,11,24,55,25,38,17,8,12,7,19,32,18,27,16,7,12,6,13,12
2023-04-22,Mount St. Mary's,Siena,Away,W,12,13,NA,12,3,15,47,25,40,18,8,13,10,23,41,23,35,12,11,13,10,12,13
2023-05-04,Mount St. Mary's,"Marist Riverdale, N.Y.",Away,L,7,19,NA,7,4,11,53,26,39,13,9,19,12,31,40,27,30,12,8,19,8,7,19
2023-02-11,NJIT,Siena,Away,W,11,12,NA,11,5,16,36,18,32,24,3,12,7,19,59,32,35,15,10,12,20,11,7
2023-02-18,NJIT,Mount St. Mary's,Home,L,10,13,NA,10,6,16,42,25,25,13,6,13,7,20,55,31,29,14,7,13,18,10,15
2023-02-21,NJIT,Monmouth,Away,L,9,14,NA,9,3,12,27,15,32,23,7,14,3,17,44,25,40,17,15,14,11,9,6
2023-02-25,NJIT,Manhattan,Away,L,8,11,NA,8,2,10,33,17,24,17,4,11,8,19,39,27,33,16,7,11,16,8,9
2023-03-04,NJIT,Wagner,Home,L,10,8,NA,10,6,16,39,29,34,17,9,8,2,10,41,20,15,19,4,8,12,10,19
2023-03-11,NJIT,Lindenwood,Home,W,14,13,NA,14,10,24,46,26,30,23,10,13,7,20,60,31,31,12,15,13,18,14,12
2023-03-18,NJIT,Vermont,Home,L,10,16,NA,10,5,15,27,20,22,20,9,16,13,29,51,29,29,15,9,16,13,10,10
2023-03-25,NJIT,Binghamton,Away,W,16,17,NA,16,11,27,42,33,27,16,11,17,9,26,47,28,37,15,8,17,11,16,17
2023-04-01,NJIT,Bryant,Home,W,8,16,NA,8,7,15,37,25,25,27,8,16,7,23,51,34,42,17,17,16,18,8,17
2023-04-08,NJIT,Merrimack,Away,W,12,15,NA,12,7,19,34,21,29,24,7,15,3,18,44,27,33,15,10,15,12,12,9
2023-04-15,NJIT,UAlbany,Away,L,7,13,NA,7,3,10,31,16,37,21,4,13,5,18,51,29,37,18,10,13,16,7,9
2023-04-22,NJIT,UMBC,Home,L,10,12,NA,10,4,14,43,21,16,20,6,12,6,18,36,26,28,12,9,12,14,10,11
2023-04-29,NJIT,UMass Lowell,Away,L,11,10,1,11,2,13,44,21,30,20,9,10,4,14,40,23,26,14,6,10,13,11,10
2023-02-04,Navy,Mount St. Mary's,Home,L,13,7,NA,13,5,18,53,24,32,15,9,7,5,12,28,20,28,25,4,7,13,13,11
2023-02-05,Navy,Queens (NC),Home,L,19,5,NA,19,11,30,55,28,45,21,9,5,4,9,32,14,31,22,8,5,9,19,9
2023-02-11,Navy,Hofstra,Away,L,13,12,NA,13,8,21,33,23,17,14,2,12,6,18,43,26,37,14,7,12,14,13,10
2023-02-18,Navy,Manhattan,Home,L,5,6,NA,5,1,6,47,27,35,8,5,6,4,10,31,16,22,16,1,6,10,5,22
2023-02-25,Navy,High Point,Away,W,13,14,NA,13,10,23,44,23,37,18,8,14,6,20,40,20,26,18,9,14,6,13,10
2023-03-04,Navy,Lehigh,Home,L,10,13,NA,10,6,16,54,26,29,18,12,13,10,23,38,23,31,19,7,13,10,10,16
2023-03-11,Navy,Colgate,Away,L,8,17,NA,8,4,12,49,29,26,16,5,17,7,24,39,21,24,16,7,17,4,8,21
2023-03-17,Navy,Johns Hopkins,Home,W,9,12,NA,9,6,15,38,22,29,16,4,12,8,20,39,25,27,20,5,12,13,9,13
2023-03-21,Navy,Villanova,Away,L,6,17,NA,6,2,8,35,18,28,19,9,17,13,30,44,26,28,17,8,17,9,6,12
2023-03-25,Navy,Holy Cross,Away,W,13,8,NA,13,7,20,58,31,36,18,10,8,5,13,28,20,24,19,4,8,12,13,18
2023-03-31,Navy,Boston U.,Home,L,10,8,NA,10,8,18,41,28,44,13,7,8,6,14,42,19,29,17,6,8,11,10,18
2023-04-07,Navy,Loyola Maryland,Away,L,11,10,NA,11,10,21,45,21,31,17,9,10,4,14,54,33,42,16,11,10,23,11,10
2023-04-15,Navy,Lafayette,Home,W,9,6,NA,9,5,14,49,21,31,9,4,6,2,8,32,12,24,11,3,6,6,9,12
2023-04-22,Navy,Army West Point,Home,W,6,11,NA,6,4,10,34,16,26,14,7,11,4,15,39,26,38,14,7,11,15,6,10
2023-04-28,Navy,Bucknell,Away,W,12,9,NA,12,7,19,49,23,41,22,10,9,5,14,37,23,25,15,8,9,14,12,11
2023-05-02,Navy,Loyola Maryland,Home,W,7,12,NA,7,6,13,43,25,34,17,5,12,6,18,37,23,30,12,6,12,11,7,18
2023-02-10,North Carolina,Mercer,Home,L,25,3,NA,25,15,40,50,38,42,15,12,3,1,4,38,14,38,28,1,3,11,25,13
2023-02-14,North Carolina,Johns Hopkins,Away,W,11,7,NA,11,6,17,44,26,35,18,7,7,3,10,32,21,31,17,8,7,14,11,15
2023-02-19,North Carolina,Ohio St.,Away,W,5,8,NA,5,1,6,42,17,25,16,9,8,4,12,32,21,24,16,4,8,13,5,12
2023-02-25,North Carolina,Syracuse,Away,L,19,13,NA,19,10,29,50,36,36,12,8,13,9,22,41,25,22,12,8,13,12,19,17
2023-03-04,North Carolina,Denver,Home,L,8,9,NA,8,6,14,32,15,26,19,10,9,3,12,31,17,29,21,4,9,8,8,7
2023-03-11,North Carolina,Brown,Home,L,19,6,NA,19,13,32,53,34,37,16,13,6,0,6,42,16,33,19,4,6,10,19,15
2023-03-17,North Carolina,Duke,Away,L,8,15,NA,8,2,10,33,22,32,15,7,15,8,23,39,23,35,22,6,15,8,8,14
2023-03-19,North Carolina,Dartmouth,Home,L,25,7,NA,25,22,47,47,35,41,12,13,7,4,11,25,14,29,29,1,7,7,25,10
2023-03-22,North Carolina,High Point,Home,L,16,9,NA,16,9,25,40,33,40,15,14,9,4,13,42,23,35,23,7,9,14,16,17
2023-03-25,North Carolina,Providence,Home,L,25,8,NA,25,14,39,46,32,38,13,10,8,6,14,32,19,35,20,5,8,11,25,7
2023-04-07,North Carolina,Virginia,Home,L,12,19,NA,12,8,20,47,25,28,15,5,19,13,32,36,26,42,18,7,19,7,12,13
2023-04-15,North Carolina,Syracuse Good Counsel HS,Away,W,14,15,NA,14,6,20,50,27,49,18,15,15,7,22,36,23,35,16,12,15,8,14,13
2023-04-22,North Carolina,Notre Dame,Away,L,9,16,NA,9,6,15,47,26,28,18,4,16,9,25,48,25,30,10,13,16,9,9,17
2023-05-06,North Carolina,Notre Dame,Home,W,9,18,NA,9,6,15,41,23,31,19,5,18,11,29,51,30,41,12,12,18,12,9,14
2023-02-15,Notre Dame,Marquette,Home,W,21,10,NA,21,14,35,53,31,37,14,10,10,8,18,31,20,23,18,6,10,10,21,10
2023-02-19,Notre Dame,Cleveland St.,Home,L,18,8,NA,18,13,31,48,34,47,13,12,8,4,12,34,17,27,21,4,8,9,18,16
2023-02-25,Notre Dame,Georgetown,Away,W,15,8,NA,15,7,22,48,28,32,20,10,8,4,12,34,18,36,17,9,8,10,15,13
2023-03-04,Notre Dame,Maryland,Away,L,13,12,3,13,4,17,39,25,31,14,11,12,9,21,55,26,46,20,9,12,14,13,12
2023-03-11,Notre Dame,Ohio St.,Home,L,16,3,NA,16,9,25,43,30,37,11,14,3,1,4,32,17,24,20,5,3,14,16,14
2023-03-18,Notre Dame,Michigan,Away,W,18,8,NA,18,8,26,45,25,29,10,7,8,6,14,40,23,27,14,6,8,15,18,7
2023-03-25,Notre Dame,Virginia,Home,L,10,15,NA,10,6,16,45,24,27,16,12,15,10,25,49,28,33,17,10,15,13,10,14
2023-04-01,Notre Dame,Syracuse,Away,L,20,12,NA,20,10,30,45,32,33,12,5,12,6,18,43,23,19,9,5,12,11,20,12
2023-04-08,Notre Dame,Duke,Home,W,17,12,NA,17,10,27,39,27,33,9,8,12,6,18,41,27,34,14,6,12,15,17,10
2023-04-22,Notre Dame,North Carolina,Home,L,16,9,NA,16,9,25,48,25,30,10,13,9,6,15,47,26,28,18,4,9,17,16,9
2023-04-30,Notre Dame,Virginia,Away,L,8,12,NA,8,5,13,41,27,40,12,11,12,10,22,48,24,40,18,7,12,12,8,19
2023-05-06,Notre Dame,North Carolina,Away,W,18,9,NA,18,11,29,51,30,41,12,12,9,6,15,41,23,31,19,5,9,14,18,12
2023-05-13,Notre Dame,Utah,Home,L,20,7,NA,20,11,31,49,29,40,14,9,7,2,9,37,24,27,12,9,7,17,20,9
2023-05-21,Notre Dame,"Johns Hopkins Annapolis, Md.",Away,W,12,9,NA,12,6,18,43,18,25,16,6,9,5,14,31,19,27,14,4,9,10,12,6
2023-05-27,Notre Dame,"Virginia Philadelphia, Pa.",Away,L,13,12,1,13,4,17,49,30,42,10,7,12,6,18,37,23,30,15,8,12,11,13,17
2023-05-29,Notre Dame,"Duke Philadelphia, Pa.",Away,W,13,9,NA,13,6,19,40,23,37,14,8,9,4,13,47,27,36,11,11,9,18,13,10
2023-02-04,Ohio St.,Air Force,Home,L,15,7,NA,15,8,23,36,22,35,17,6,7,3,10,26,15,23,10,9,7,8,15,7
2023-02-11,Ohio St.,Cleveland St.,Home,W,19,12,NA,19,8,27,42,28,41,13,6,12,5,17,31,19,26,18,4,12,7,19,9
2023-02-19,Ohio St.,North Carolina,Home,W,8,5,NA,8,4,12,32,21,24,16,4,5,1,6,42,17,25,16,9,5,12,8,13
2023-02-25,Ohio St.,"Virginia Naples, Fla.",Away,L,6,17,NA,6,5,11,33,14,30,23,7,17,12,29,45,29,31,12,12,17,12,6,8
2023-03-04,Ohio St.,Cornell,Home,L,13,16,NA,13,7,20,39,21,32,21,5,16,8,24,60,31,36,12,14,16,15,13,8
2023-03-11,Ohio St.,Notre Dame,Away,L,3,16,NA,3,1,4,32,17,24,20,5,16,9,25,43,30,37,11,14,16,14,3,14
2023-03-14,Ohio St.,Detroit Mercy,Home,L,19,6,NA,19,11,30,52,31,31,15,9,6,3,9,26,10,26,18,5,6,4,19,12
2023-03-19,Ohio St.,Denver,Away,W,12,17,NA,12,7,19,37,20,26,15,5,17,10,27,38,28,30,13,7,17,11,12,8
2023-03-26,Ohio St.,Rutgers,Home,L,11,7,NA,11,6,17,37,18,29,14,5,7,4,11,43,24,23,10,7,7,17,11,7
2023-04-02,Ohio St.,Penn St.,Away,L,9,17,NA,9,5,14,30,21,30,19,9,17,10,27,41,26,40,18,12,17,9,9,12
2023-04-07,Ohio St.,Maryland,Home,L,11,12,1,11,5,16,33,20,30,10,5,12,5,17,38,20,32,14,4,12,8,11,9
2023-04-15,Ohio St.,Johns Hopkins,Away,L,8,17,NA,8,3,11,28,16,23,17,5,17,12,29,39,28,33,17,7,17,11,8,8
2023-04-21,Ohio St.,Michigan,Away,W,14,19,NA,14,4,18,34,20,18,9,6,19,8,27,49,34,47,11,1,19,15,14,6
2023-04-29,Ohio St.,Michigan,Away,W,10,14,NA,10,3,13,45,24,31,7,7,14,9,23,40,21,28,12,4,14,7,10,14
2023-02-18,Penn,Georgetown,Away,L,9,7,NA,9,6,15,39,22,18,17,7,7,4,11,37,25,27,16,9,7,18,9,13
2023-02-25,Penn,Duke,Home,L,12,14,NA,12,9,21,56,31,31,10,2,14,8,22,37,24,30,13,5,14,10,12,19
2023-03-04,Penn,Penn St.,Away,L,9,15,NA,9,5,14,36,18,22,10,5,15,3,18,53,31,40,9,5,15,16,9,9
2023-03-08,Penn,Saint Joseph's,Away,L,13,12,1,13,10,23,31,19,25,15,6,12,7,19,41,26,28,12,6,12,14,13,6
2023-03-11,Penn,Villanova,Home,L,8,9,NA,8,6,14,26,19,21,15,3,9,4,13,48,30,30,14,10,9,21,8,11
2023-03-18,Penn,Princeton,Home,W,9,8,1,9,5,14,47,26,27,17,4,8,5,13,39,18,31,15,10,8,10,9,17
2023-03-26,Penn,Cornell,Away,W,12,18,NA,12,4,16,32,24,31,11,7,18,8,26,41,26,37,16,5,18,8,12,12
2023-04-01,Penn,Yale,Home,W,17,16,NA,17,7,24,55,30,31,17,10,16,7,23,52,28,30,16,12,16,12,17,13
2023-04-08,Penn,Brown,Away,W,11,12,NA,11,8,19,41,23,32,14,6,12,8,20,41,24,32,8,7,12,12,11,12
2023-04-15,Penn,Harvard,Away,W,15,9,NA,15,11,26,34,26,40,20,9,9,5,14,46,25,33,16,11,9,16,15,11
2023-04-22,Penn,Dartmouth,Home,L,17,6,NA,17,12,29,45,25,25,14,9,6,5,11,30,21,29,19,9,6,15,17,8
2023-04-26,Penn,UAlbany,Away,L,14,11,NA,14,7,21,36,23,38,23,7,11,6,17,34,21,36,13,9,11,10,14,9
2023-05-05,Penn,Princeton Robert K Kraft Field,Away,W,8,9,NA,8,8,16,35,23,20,16,1,9,7,16,46,25,28,11,9,9,16,8,15
2023-02-04,Penn St.,Lafayette,Home,W,21,11,NA,21,13,34,50,36,46,21,14,11,3,14,43,32,38,20,8,11,21,21,15
2023-02-12,Penn St.,Villanova,Away,W,12,14,NA,12,8,20,45,30,39,24,7,14,8,22,42,26,33,13,14,14,12,12,18
2023-02-18,Penn St.,Stony Brook,Home,W,17,12,NA,17,11,28,39,26,30,19,10,12,3,15,35,21,29,19,5,12,9,17,9
2023-02-25,Penn St.,Yale,Away,L,13,11,NA,13,9,22,42,25,34,19,7,11,6,17,34,26,36,17,8,11,15,13,12
2023-03-04,Penn St.,Penn,Home,L,15,9,NA,15,3,18,53,31,40,9,5,9,5,14,36,18,22,10,5,9,9,15,16
2023-03-11,Penn St.,Cornell,Away,W,10,6,NA,10,8,18,51,31,26,12,8,6,2,8,41,22,34,16,4,6,16,10,21
2023-03-18,Penn St.,"Marquette Levittown,N.Y",Away,W,11,12,NA,11,7,18,38,20,28,17,7,12,6,18,34,23,34,20,8,12,11,11,9
2023-03-25,Penn St.,Maryland,Away,W,10,13,NA,10,5,15,32,19,18,11,6,13,8,21,51,26,38,15,8,13,13,10,9
2023-04-02,Penn St.,Ohio St.,Home,L,17,9,NA,17,10,27,41,26,40,18,12,9,5,14,30,21,30,19,9,9,12,17,9
2023-04-08,Penn St.,Johns Hopkins,Home,W,12,11,2,12,7,19,32,20,44,22,4,11,5,16,42,28,28,14,5,11,17,12,8
2023-04-16,Penn St.,Michigan,Away,W,11,9,NA,11,6,17,39,19,23,15,5,9,4,13,46,26,33,13,10,9,17,11,8
2023-04-21,Penn St.,Rutgers,Home,L,14,5,NA,14,9,23,35,22,24,20,8,5,3,8,46,23,35,14,10,5,18,14,8
2023-05-04,Penn St.,"Michigan Baltimore, MD",Away,W,15,17,NA,15,8,23,42,28,19,11,5,17,7,24,53,35,37,15,4,17,18,15,13
2023-05-14,Penn St.,Princeton,Home,W,13,12,NA,13,7,20,35,21,33,17,5,12,3,15,46,28,40,12,8,12,16,13,8
2023-05-21,Penn St.,"Army West Point Annapolis, Md.",Away,W,10,9,NA,10,5,15,27,18,37,18,6,9,2,11,43,20,39,17,8,9,11,10,8
2023-05-27,Penn St.,"Duke Philadelphia, Pa.",Away,W,15,16,1,15,13,28,29,21,32,17,7,16,6,22,41,28,33,15,8,16,12,15,6
2023-02-18,Princeton,Monmouth,Home,L,22,9,NA,22,14,36,55,36,32,11,6,9,3,12,37,20,30,11,4,9,11,22,14
2023-02-21,Princeton,Manhattan,Home,L,14,9,NA,14,8,22,46,31,35,13,7,9,7,16,36,22,33,16,5,9,13,14,17
