Date,Team,Opponent,Home / Away,Result,Home Score,Visitor Score,Overtime,Home Goals,Home Assists,Home Points,Home Shots,Home Shots on Goal,Home Ground Balls,Home Turnovers,Home Caused Turnovers,Home Faceoffs Won,Home Faceoffs Taken,Away Goals,Away Assists,Away Points,Away Shots,Away Shots on Goal,Away Groundball's,Away  Turnovers,Away  Caused Turnovers,Away  Faceoffs Won,Away  Faceoffs Taken,Home Goals Allowed,Home Saves,Away Goals Allowed,Away Saves
2024-03-02,Towson,UMBC,Home,L,17,7,NA,17,11,28,39,27,36,14,13,16,26,7,6,13,29,16,32,21,6,10,26,7,9,17,10
2024-03-09,Towson,Virginia,Home,L,15,19,NA,15,12,27,44,28,34,17,5,19,36,19,15,34,44,31,35,14,11,17,36,19,12,15,13
2024-03-16,Towson,Drexel,Away,L,16,11,NA,16,11,27,43,28,29,15,8,17,30,11,4,15,29,18,20,17,6,13,30,11,7,16,12
2024-03-23,Towson,Fairfield,Away,L,12,10,NA,12,6,18,40,22,38,16,13,13,26,10,5,15,38,17,37,19,10,13,26,10,7,12,10
2024-03-30,Towson,Stony Brook,Home,W,9,8,NA,9,7,16,47,25,35,18,13,16,20,8,6,14,30,19,29,19,8,4,20,8,11,9,16
2024-04-06,Towson,Hofstra,Home,W,15,11,NA,15,11,26,39,26,32,17,12,13,28,11,8,19,38,24,33,16,11,15,28,11,13,15,11
2024-04-13,Towson,Hampton,Away,L,25,2,NA,25,19,44,59,42,49,14,15,21,31,2,1,3,29,14,22,25,6,10,31,2,12,25,17
2024-04-20,Towson,Monmouth,Home,L,17,2,NA,17,11,28,51,34,47,14,17,15,23,2,1,3,23,12,26,27,6,8,23,2,10,17,17
2024-04-26,Towson,Delaware,Away,L,11,10,NA,11,6,17,44,24,29,10,11,12,24,10,6,16,44,24,32,18,7,12,24,10,14,11,13
2024-05-02,Towson,Drexel,Home,L,18,8,NA,18,14,32,47,26,35,14,4,20,30,8,5,13,33,19,24,14,8,10,30,8,11,18,8
2024-05-04,Towson,Delaware,Home,L,15,6,NA,15,10,25,42,27,35,20,13,14,24,6,6,12,27,12,22,24,10,10,24,6,6,15,12
2024-05-12,Towson,Syracuse,Away,W,15,20,NA,15,8,23,34,25,34,14,8,15,38,20,11,31,46,29,42,20,10,23,38,20,9,15,10
2024-02-17,UAlbany,Colgate,Home,L,10,11,NA,10,8,18,34,23,40,27,12,15,24,11,6,17,35,24,37,20,16,9,24,11,13,10,13
2024-02-20,UAlbany,Penn,Away,L,7,11,NA,7,6,13,45,24,28,15,4,13,22,11,9,20,29,20,32,18,5,9,22,11,9,7,17
2024-02-24,UAlbany,Drexel,Away,W,12,13,1,12,5,17,54,29,25,15,10,15,29,13,6,19,45,27,37,16,6,14,29,13,14,12,17
2024-03-02,UAlbany,Massachusetts,Away,W,11,12,NA,11,5,16,42,18,36,15,6,14,27,12,6,18,34,22,30,14,4,13,27,12,10,11,7
2024-03-09,UAlbany,Hobart,Home,W,14,10,NA,14,7,21,46,32,35,10,7,16,28,10,8,18,30,18,28,16,4,12,28,10,8,14,18
2024-03-16,UAlbany,UMass Lowell,Away,W,19,8,NA,19,12,31,46,31,37,11,7,20,30,8,4,12,33,19,26,22,4,10,30,8,11,19,12
2024-03-19,UAlbany,Virginia,Away,W,10,16,NA,10,8,18,46,24,32,18,5,12,30,16,11,27,45,27,38,15,14,18,30,16,11,10,14
2024-03-23,UAlbany,Vermont,Home,W,13,11,NA,13,11,24,39,29,41,18,8,19,27,11,4,15,28,20,27,21,6,8,27,11,9,13,16
2024-03-30,UAlbany,UMBC,Away,L,14,13,NA,14,8,22,36,23,30,16,8,13,30,13,9,22,36,23,35,19,6,17,30,13,10,14,9
2024-04-06,UAlbany,Bryant,Home,L,12,13,NA,12,7,19,38,24,30,17,12,14,27,13,9,22,40,23,41,24,5,13,27,13,10,12,12
2024-04-13,UAlbany,NJIT,Away,W,14,9,NA,14,7,21,42,29,31,12,10,15,27,9,5,14,40,17,21,21,5,12,27,9,8,14,15
2024-04-19,UAlbany,Yale,Away,W,10,17,NA,10,3,13,42,21,36,18,4,18,30,17,8,25,59,33,26,7,9,12,30,17,16,10,11
2024-04-21,UAlbany,Merrimack,Away,W,14,8,NA,14,7,21,43,24,32,21,4,20,25,8,7,15,37,17,16,18,8,5,25,8,9,14,10
2024-04-27,UAlbany,Binghamton,Home,W,18,10,NA,18,8,26,47,31,32,14,6,17,31,10,3,13,38,23,36,15,8,14,31,10,13,18,13
2024-05-02,UAlbany,Merrimack,Home,L,18,7,NA,18,11,29,46,28,41,17,3,20,26,7,2,9,45,21,24,13,8,6,26,7,14,18,10
2024-05-04,UAlbany,Vermont,Home,W,12,11,NA,12,4,16,36,21,36,18,10,9,25,11,6,17,30,19,36,20,6,16,25,11,8,12,9
2024-05-08,UAlbany,Sacred Heart,Home,L,13,7,NA,13,5,18,36,26,38,12,5,14,23,7,5,12,36,19,30,12,6,9,23,7,12,13,13
2024-05-12,UAlbany,Notre Dame,Away,L,9,14,NA,9,5,14,31,17,22,18,6,9,27,14,11,25,34,24,35,16,9,18,27,14,10,9,8
2024-02-16,UMBC,Drexel,Home,L,10,11,2,10,6,16,49,25,23,11,6,13,26,11,5,16,34,20,25,17,2,13,26,11,9,10,15
2024-02-24,UMBC,Mount St. Mary's,Away,W,18,6,NA,18,13,31,51,28,30,12,9,17,27,6,5,11,27,14,30,14,6,10,27,6,8,18,10
2024-03-02,UMBC,Towson,Away,L,7,17,NA,7,6,13,29,16,32,21,6,10,26,17,11,28,39,27,36,14,13,16,26,17,10,7,9
2024-03-08,UMBC,Richmond,Home,W,4,13,NA,4,3,7,29,19,23,14,9,8,21,13,7,20,45,27,33,15,4,13,21,13,14,4,15
2024-03-16,UMBC,Bryant,Home,W,13,12,1,13,7,20,36,19,22,18,5,11,28,12,9,21,47,26,33,16,5,17,28,12,14,13,6
2024-03-23,UMBC,Merrimack,Away,W,15,9,NA,15,11,26,45,27,40,19,5,21,27,9,4,13,27,17,28,15,8,6,27,9,8,15,12
2024-03-30,UMBC,UAlbany,Home,L,13,14,NA,13,9,22,36,23,35,19,6,17,30,14,8,22,36,23,30,16,8,13,30,14,9,13,10
2024-04-06,UMBC,UMass Lowell,Away,W,21,5,NA,21,15,36,56,37,44,11,8,20,30,5,3,8,26,14,28,21,2,10,30,5,9,21,16
2024-04-13,UMBC,Binghamton,Away,W,10,21,NA,10,6,16,40,25,34,17,13,15,35,21,13,34,49,32,40,19,9,20,35,21,11,10,15
2024-04-20,UMBC,NJIT,Home,L,13,6,NA,13,6,19,55,37,33,14,13,9,22,6,3,9,33,21,27,29,5,13,22,6,15,13,24
2024-04-27,UMBC,Vermont,Away,W,13,15,NA,13,7,20,40,27,26,14,9,11,32,15,8,23,37,23,38,18,9,21,32,15,8,13,14
2024-05-02,UMBC,"Vermont Albany, N.Y.",Away,L,8,10,NA,8,4,12,38,23,39,24,10,8,22,10,7,17,35,19,44,27,12,14,22,10,9,8,15
2024-02-10,UMass Lowell,Holy Cross,Home,W,9,16,NA,9,3,12,28,21,34,30,7,24,27,16,6,22,38,28,32,16,20,3,27,16,12,9,12
2024-02-17,UMass Lowell,Massachusetts,Away,L,7,10,NA,7,3,10,38,17,26,18,6,6,21,10,5,15,40,23,32,15,10,15,21,10,13,7,10
2024-02-23,UMass Lowell,Siena,Home,W,8,13,NA,8,4,12,37,22,28,19,5,14,23,13,4,17,39,22,28,16,7,9,23,13,9,8,14
2024-03-02,UMass Lowell,LIU,Away,L,6,13,NA,6,3,9,33,16,31,19,5,10,23,13,6,19,46,25,42,19,6,13,23,13,12,6,10
2024-03-09,UMass Lowell,Fairfield,Home,W,6,14,NA,6,2,8,31,15,30,21,3,14,24,14,9,23,48,31,40,8,12,10,24,14,17,6,9
2024-03-16,UMass Lowell,UAlbany,Home,W,8,19,NA,8,4,12,33,19,26,22,4,10,30,19,12,31,46,31,37,11,7,20,30,19,12,8,11
2024-03-23,UMass Lowell,Bryant,Away,L,2,17,NA,2,1,3,23,12,28,25,3,13,23,17,5,22,49,30,46,12,13,10,23,17,13,2,10
2024-03-30,UMass Lowell,Binghamton,Away,L,6,15,NA,6,2,8,35,17,18,18,5,10,24,15,10,25,57,32,24,9,7,14,24,15,17,6,11
2024-04-06,UMass Lowell,UMBC,Home,W,5,21,NA,5,3,8,26,14,28,21,2,10,30,21,15,36,56,37,44,11,8,20,30,21,16,5,9
2024-04-12,UMass Lowell,Merrimack,Away,L,9,14,NA,9,5,14,44,22,37,24,10,15,27,14,7,21,46,31,34,20,12,12,27,14,17,9,13
2024-04-20,UMass Lowell,Vermont,Home,W,9,18,NA,9,3,12,27,19,24,17,12,7,29,18,10,28,44,30,38,19,8,22,29,18,12,9,10
2024-04-27,UMass Lowell,NJIT,Away,L,4,12,NA,4,3,7,36,18,27,19,5,7,19,12,8,20,44,28,24,11,7,12,19,12,16,4,14
2024-02-03,Utah,Ohio St.,Away,L,8,11,NA,8,2,10,36,18,30,17,12,9,23,11,2,13,40,18,36,22,12,14,23,11,7,8,10
2024-02-17,Utah,Denver,Home,W,8,16,NA,8,4,12,42,22,30,17,6,9,27,16,7,23,38,25,29,18,13,18,27,16,9,8,14
2024-02-21,Utah,Syracuse,Away,L,7,18,NA,7,2,9,44,21,31,18,8,8,29,18,10,28,47,35,47,18,6,21,29,18,17,7,14
2024-02-24,Utah,Vermont,Home,W,22,12,NA,22,12,34,53,38,28,11,8,14,38,12,7,19,40,29,36,18,2,24,38,12,17,22,16
2024-03-02,Utah,Marquette,Away,L,9,8,NA,9,4,13,41,21,33,13,8,7,21,8,2,10,37,18,31,19,9,14,21,8,10,9,12
2024-03-16,Utah,Bellarmine,Away,L,14,13,NA,14,7,21,48,28,21,11,8,13,27,13,9,22,44,26,23,14,5,14,27,13,13,14,14
2024-03-20,Utah,Air Force,Home,L,11,12,NA,11,10,21,45,24,40,19,5,15,26,12,7,19,32,22,26,19,6,11,26,12,10,11,13
2024-03-23,Utah,Detroit Mercy,Home,L,21,9,NA,21,15,36,63,40,41,14,12,23,34,9,3,12,31,22,24,17,6,11,34,9,13,21,19
2024-03-30,Utah,Jacksonville,Away,L,16,14,NA,16,8,24,34,26,22,11,6,7,32,14,8,22,42,27,43,17,7,25,32,14,14,16,11
2024-04-05,Utah,Robert Morris,Home,L,14,6,NA,14,9,23,49,30,36,15,15,12,23,6,3,9,32,13,32,24,8,11,23,6,7,14,16
2024-04-10,Utah,Lindenwood,Away,W,17,5,NA,17,13,30,53,32,39,14,9,16,26,5,3,8,36,18,24,18,4,10,26,5,13,17,15
2024-04-12,Utah,Mercer,Away,W,20,9,NA,20,8,28,54,37,29,9,8,17,33,9,6,15,45,23,34,14,5,16,33,9,14,20,17
2024-04-20,Utah,Cleveland St.,Away,W,16,7,NA,16,14,30,59,34,46,17,16,14,27,7,3,10,28,21,34,25,7,13,27,7,14,16,18
2024-04-27,Utah,Queens (NC),Home,L,25,8,NA,25,14,39,57,44,49,11,16,21,37,8,5,13,32,21,26,25,4,16,37,8,13,25,19
2024-05-03,Utah,"Cleveland St. USAF Academy, Colo.",Away,W,21,5,NA,21,15,36,63,34,41,12,13,14,30,5,1,6,28,18,31,23,3,16,30,5,13,21,13
2024-05-05,Utah,"Jacksonville USAF Academy, Colo.",Away,L,16,13,NA,16,5,21,40,27,34,14,10,14,32,13,10,23,52,29,38,15,6,18,32,13,16,16,11
2024-05-11,Utah,Duke,Away,L,7,19,NA,7,3,10,39,18,24,16,8,13,29,19,14,33,36,24,30,18,9,16,29,19,5,7,11
2024-02-03,VMI,Cleveland St.,Home,L,11,12,1,11,5,16,41,25,28,18,7,14,27,12,4,16,37,22,22,17,3,13,27,12,10,11,14
2024-02-10,VMI,Queens (NC),Home,W,14,10,NA,14,7,21,38,23,29,22,10,15,28,10,6,16,37,19,23,22,6,13,28,10,9,14,9
2024-02-16,VMI,High Point,Away,L,9,19,NA,9,6,15,36,18,30,14,9,9,32,19,13,32,54,38,45,12,8,23,32,19,19,9,9
2024-02-20,VMI,Hampton,Away,W,25,6,NA,25,16,41,55,42,49,18,9,25,35,6,4,10,28,19,29,23,9,10,35,6,13,25,17
2024-02-24,VMI,St. Bonaventure,Home,L,17,9,NA,17,7,24,50,36,42,13,8,21,30,9,8,17,35,23,25,12,4,9,30,9,14,17,19
2024-03-02,VMI,"Detroit Mercy Powell, Ohio",Away,L,15,10,NA,15,7,22,45,28,41,22,8,22,29,10,4,14,35,22,20,22,6,7,29,10,12,15,13
2024-03-09,VMI,LIU,Home,W,8,17,NA,8,5,13,37,18,32,17,12,15,29,17,11,28,35,24,27,18,11,14,29,17,7,8,10
2024-03-16,VMI,Siena,Away,L,8,11,NA,8,4,12,36,18,32,24,6,11,23,11,7,18,50,25,30,16,9,12,23,11,14,8,10
2024-03-23,VMI,Sacred Heart,Home,W,8,18,NA,8,5,13,32,20,23,21,9,9,29,18,6,24,53,29,33,17,7,20,29,18,11,8,12
2024-03-27,VMI,Mount St. Mary's,Away,W,12,8,NA,12,7,19,35,23,35,19,9,12,23,8,6,14,34,16,48,21,10,11,23,8,8,12,11
2024-03-30,VMI,Canisius,Home,L,12,8,NA,12,4,16,42,24,24,16,8,9,24,8,5,13,41,21,24,22,5,15,24,8,13,12,12
2024-04-06,VMI,Manhattan,Away,W,8,9,NA,8,5,13,34,18,31,13,9,12,21,9,7,16,38,18,24,15,6,9,21,9,9,8,10
2024-04-10,VMI,Wagner,Home,W,14,10,NA,14,6,20,41,26,33,13,9,14,28,10,7,17,37,24,25,17,3,14,28,10,14,14,12
2024-04-13,VMI,Quinnipiac,Away,W,12,13,NA,12,7,19,33,29,29,11,7,16,28,13,8,21,38,23,28,14,7,12,28,13,10,12,17
2024-04-20,VMI,Marist,Home,L,10,14,NA,10,5,15,40,25,27,14,10,14,28,14,8,22,41,31,25,17,5,14,28,14,17,10,15
2024-02-03,Vermont,Syracuse,Away,L,7,20,NA,7,2,9,30,19,18,17,5,10,31,20,13,33,50,29,30,14,7,21,31,20,9,7,12
2024-02-10,Vermont,Boston U.,Away,L,8,18,NA,8,5,13,23,18,32,27,5,15,28,18,13,31,57,36,40,16,21,13,28,18,18,8,10
2024-02-17,Vermont,Manhattan,Away,W,12,9,NA,12,7,19,38,21,28,13,8,17,24,9,6,15,29,21,20,15,5,7,24,9,12,12,9
2024-02-24,Vermont,Utah,Away,W,12,22,NA,12,7,19,40,29,36,18,2,24,38,22,12,34,53,38,28,11,8,14,38,22,16,12,17
2024-03-02,Vermont,Harvard,Home,L,12,15,NA,12,7,19,25,21,39,21,10,14,29,15,7,22,47,34,35,15,11,15,29,15,19,12,9
2024-03-09,Vermont,Massachusetts,Away,L,13,12,NA,13,11,24,45,32,34,16,9,18,28,12,6,18,30,22,34,16,7,10,28,12,10,13,19
2024-03-14,Vermont,Dartmouth,Home,L,10,11,NA,10,4,14,40,21,34,18,11,11,25,11,9,20,30,21,28,20,8,14,25,11,10,10,11
2024-03-16,Vermont,NJIT,Home,L,12,9,NA,12,5,17,26,18,29,14,8,11,23,9,6,15,27,17,24,18,4,12,23,9,8,12,6
2024-03-23,Vermont,UAlbany,Away,W,11,13,NA,11,4,15,28,20,27,21,6,8,27,13,11,24,39,29,41,18,8,19,27,13,16,11,9
2024-03-30,Vermont,Merrimack,Home,L,20,8,NA,20,15,35,58,38,57,14,13,24,33,8,4,12,32,22,24,23,7,9,33,8,14,20,18
2024-04-06,Vermont,Binghamton,Home,L,10,11,1,10,6,16,34,28,36,13,9,7,25,11,3,14,53,27,35,20,6,18,25,11,16,10,18
2024-04-13,Vermont,Bryant,Away,L,16,12,NA,16,7,23,54,31,39,15,6,17,31,12,5,17,43,35,31,12,7,14,31,12,23,16,15
2024-04-20,Vermont,UMass Lowell,Away,W,18,9,NA,18,10,28,44,30,38,19,8,22,29,9,3,12,27,19,24,17,12,7,29,9,10,18,12
2024-04-27,Vermont,UMBC,Home,W,15,13,NA,15,8,23,37,23,38,18,9,21,32,13,7,20,40,27,26,14,9,11,32,13,14,15,8
2024-05-02,Vermont,"UMBC Albany, N.Y.",Away,W,10,8,NA,10,7,17,35,19,44,27,12,14,22,8,4,12,38,23,39,24,10,8,22,8,15,10,9
2024-05-04,Vermont,UAlbany,Away,W,11,12,NA,11,6,17,30,19,36,20,6,16,25,12,4,16,36,21,36,18,10,9,25,12,9,11,8
2024-02-10,Villanova,Penn St.,Away,W,10,18,NA,10,4,14,45,24,35,24,7,21,32,18,10,28,37,24,35,19,12,11,32,18,6,10,14
2024-02-17,Villanova,Yale,Away,W,11,13,NA,11,5,16,42,22,34,20,6,12,28,13,9,22,48,25,30,15,8,16,28,13,12,11,11
2024-02-24,Villanova,Colgate,Home,L,15,9,NA,15,13,28,39,26,34,18,16,14,26,9,5,14,32,18,20,27,11,12,26,9,9,15,11
2024-03-02,Villanova,Lehigh,Away,W,14,8,NA,14,7,21,39,28,22,15,12,13,26,8,2,10,34,22,26,20,8,13,26,8,14,14,14
2024-03-05,Villanova,Drexel,Away,L,13,12,2,13,7,20,51,24,40,21,11,21,30,12,10,22,31,19,25,20,9,9,30,12,7,13,11
2024-03-09,Villanova,Penn,Home,W,8,11,NA,8,5,13,37,24,33,19,13,18,23,11,8,19,35,20,21,17,8,5,23,11,9,8,16
2024-03-16,Villanova,Monmouth,Home,W,12,11,NA,12,6,18,32,22,31,18,9,19,26,11,8,19,31,19,19,18,6,7,26,11,8,12,10
2024-03-19,Villanova,Navy,Away,W,14,7,NA,14,7,21,44,29,45,21,12,15,24,7,5,12,37,23,39,19,10,9,24,7,16,14,15
2024-03-25,Villanova,Brown,Away,L,9,5,NA,9,6,15,34,21,23,18,8,10,18,5,2,7,33,16,30,18,10,8,18,5,11,9,12
2024-03-30,Villanova,Denver,Home,L,6,9,NA,6,2,8,30,13,21,22,12,6,19,9,6,15,35,22,28,23,14,13,19,9,13,6,7
2024-04-06,Villanova,Providence,Home,L,12,15,NA,12,10,22,50,29,39,17,20,12,31,15,10,25,36,21,33,30,10,19,31,15,6,12,17
2024-04-13,Villanova,St. John's (NY),Away,W,14,9,NA,14,8,22,41,25,27,18,6,15,27,9,4,13,41,21,30,18,8,12,27,9,12,14,11
2024-04-20,Villanova,Marquette,Away,W,12,6,NA,12,7,19,37,25,38,15,9,10,20,6,2,8,30,12,26,20,9,10,20,6,6,12,13
2024-04-26,Villanova,Georgetown,Home,W,4,12,NA,4,2,6,19,11,21,20,11,6,19,12,10,22,43,21,31,16,11,13,19,12,9,4,7
2024-05-02,Villanova,Denver,Home,L,10,9,NA,10,6,16,39,17,31,20,15,6,21,9,6,15,40,21,36,22,11,15,21,9,12,10,7
2024-05-04,Villanova,Georgetown,Home,L,10,11,1,10,5,15,37,22,27,13,11,6,24,11,7,18,41,23,32,18,7,18,24,11,12,10,12
2024-02-10,Virginia,Michigan,Home,W,19,11,NA,19,11,30,54,30,44,14,12,21,32,11,8,19,34,26,31,16,10,11,32,11,15,19,11
2024-02-17,Virginia,Richmond,Away,L,14,10,NA,14,13,27,47,31,30,12,5,15,26,10,6,16,36,22,27,19,5,11,26,10,12,14,17
2024-02-25,Virginia,Ohio St.,Home,L,14,8,NA,14,8,22,48,31,36,11,10,14,26,8,5,13,39,26,30,15,7,12,26,8,18,14,17
2024-03-02,Virginia,Johns Hopkins,Home,L,14,16,NA,14,11,25,43,30,35,16,7,14,34,16,10,26,42,27,44,15,11,20,34,16,11,14,16
2024-03-05,Virginia,Robert Morris,Home,L,16,7,NA,16,10,26,54,33,51,20,14,16,26,7,4,11,35,23,40,23,6,10,26,7,16,16,17
2024-03-09,Virginia,Towson,Away,L,19,15,NA,19,15,34,44,31,35,14,11,17,36,15,12,27,44,28,34,17,5,19,36,15,13,19,12
2024-03-16,Virginia,Maryland,Away,L,14,10,NA,14,7,21,31,22,37,12,12,12,28,10,5,15,35,21,25,17,7,16,28,10,11,14,8
2024-03-19,Virginia,UAlbany,Home,W,16,10,NA,16,11,27,45,27,38,15,14,18,30,10,8,18,46,24,32,18,5,12,30,10,14,16,11
2024-03-23,Virginia,Drexel,Home,L,14,4,NA,14,9,23,55,32,50,19,19,11,21,4,2,6,35,18,38,24,9,10,21,4,14,14,18
2024-03-30,Virginia,Harvard,Away,L,13,10,NA,13,9,22,45,23,41,17,12,14,26,10,7,17,45,27,44,19,12,12,26,10,17,13,10
2024-04-06,Virginia,North Carolina,Home,L,14,6,NA,14,7,21,38,24,34,15,13,11,24,6,5,11,36,17,37,23,7,13,24,6,11,14,10
2024-04-14,Virginia,Duke,Away,W,12,18,NA,12,6,18,45,25,47,15,11,20,34,18,6,24,42,23,34,18,8,14,34,18,5,12,13
2024-04-20,Virginia,Syracuse,Away,W,17,18,NA,17,11,28,49,32,42,16,11,18,39,18,11,29,57,33,42,15,13,21,39,18,15,17,15
2024-04-27,Virginia,Notre Dame,Home,W,9,11,NA,9,4,13,30,20,26,27,13,13,23,11,9,20,42,23,51,21,12,10,23,11,12,9,11
2024-05-03,Virginia,"Notre Dame Charlotte, NC",Away,L,9,18,NA,9,3,12,43,27,25,12,10,12,30,18,12,30,41,26,30,19,5,18,30,18,8,9,18
2024-05-11,Virginia,Saint Joseph's,Home,W,17,11,NA,17,10,27,48,29,40,15,15,17,31,11,4,15,29,22,35,19,7,14,31,11,11,17,12
2024-05-19,Virginia,"Johns Hopkins Towson, Md.",Away,L,11,10,2,11,7,18,50,26,40,19,11,16,26,10,9,19,36,19,27,25,6,10,26,10,9,11,15
2024-05-25,Virginia,"Maryland Philadelphia, PA",Away,L,6,12,NA,6,3,9,39,15,29,15,10,7,22,12,9,21,37,17,38,18,11,15,22,12,5,6,9
2024-02-03,Wagner,Hofstra,Away,L,9,21,NA,9,5,14,28,16,19,21,1,13,32,21,13,34,57,35,33,11,8,19,32,21,14,9,7
2024-02-17,Wagner,Le Moyne,Home,W,6,17,NA,6,3,9,31,20,19,6,9,11,27,17,12,29,28,20,20,16,4,16,27,17,3,6,14
2024-02-24,Wagner,Fairfield,Away,L,9,14,NA,9,6,15,29,15,13,21,4,10,26,14,12,26,54,26,37,12,17,16,26,14,12,9,6
2024-02-27,Wagner,Monmouth,Away,L,6,12,NA,6,4,10,23,15,17,18,5,8,21,12,10,22,38,24,32,13,6,13,21,12,12,6,9
2024-03-02,Wagner,NJIT,Home,W,5,15,NA,5,3,8,27,18,24,23,10,10,22,15,10,25,42,25,28,18,14,12,22,15,10,5,13
2024-03-09,Wagner,Marist,Home,W,9,8,NA,9,6,15,25,16,21,18,6,13,20,8,6,14,45,22,19,11,8,7,20,8,14,9,7
2024-03-12,Wagner,North Carolina,Home,W,4,18,NA,4,1,5,21,9,19,23,4,4,25,18,14,32,59,38,47,17,13,21,25,18,20,4,5
2024-03-16,Wagner,Quinnipiac,Away,L,8,14,NA,8,4,12,35,22,24,16,9,12,26,14,11,25,45,26,25,14,9,14,26,14,12,8,14
2024-03-23,Wagner,Mount St. Mary's,Away,W,7,8,NA,7,4,11,34,18,25,14,9,9,19,8,5,13,27,18,26,16,8,10,19,8,10,7,11
2024-03-27,Wagner,LIU,Home,W,8,14,NA,8,4,12,30,19,21,22,7,13,26,14,11,25,47,29,29,12,11,13,26,14,15,8,11
2024-03-30,Wagner,Siena,Home,W,5,13,NA,5,2,7,35,20,18,21,9,9,20,13,8,21,41,28,32,15,18,11,20,13,15,5,15
2024-04-06,Wagner,Sacred Heart,Away,L,6,19,NA,6,1,7,33,22,25,13,6,10,29,19,14,33,48,27,36,14,6,19,29,19,8,6,16
2024-04-10,Wagner,VMI,Away,W,10,14,NA,10,7,17,37,24,25,17,3,14,28,14,6,20,41,26,33,13,9,14,28,14,12,10,14
2024-04-13,Wagner,Canisius,Home,L,7,9,NA,7,5,12,47,21,32,20,12,7,20,9,5,14,35,22,29,18,8,13,20,9,13,7,14
2024-04-20,Wagner,Manhattan,Away,L,5,10,NA,5,2,7,35,17,25,14,3,7,18,10,6,16,40,20,22,10,5,11,18,10,10,5,12
2024-02-17,Yale,Villanova,Home,W,13,11,NA,13,9,22,48,25,30,15,8,16,28,11,5,16,42,22,34,20,6,12,28,11,11,13,12
2024-02-21,Yale,"Colgate Albany, N.Y.",Away,L,21,11,NA,21,11,32,47,37,50,27,15,23,36,11,4,15,38,25,42,27,12,13,36,11,14,21,16
2024-03-02,Yale,Penn St.,Away,W,14,15,1,14,9,23,56,31,42,16,7,20,33,15,9,24,44,30,31,13,8,13,33,15,15,14,17
2024-03-10,Yale,Denver,Away,L,15,13,NA,15,7,22,57,26,28,15,5,19,32,13,8,21,43,24,17,14,4,13,32,13,11,15,11
2024-03-16,Yale,Harvard,Home,W,17,15,NA,17,12,29,52,36,42,12,11,24,35,15,6,21,35,24,33,14,6,11,35,15,9,17,19
2024-03-23,Yale,Cornell,Away,W,15,18,NA,15,6,21,48,28,44,14,8,21,35,18,11,29,39,32,33,13,10,14,35,18,14,15,13
2024-03-26,Yale,Le Moyne,Home,W,21,10,NA,21,9,30,52,32,46,13,9,25,35,10,5,15,32,16,25,18,4,10,35,10,6,21,11
2024-03-30,Yale,Brown,Away,L,16,10,NA,16,7,23,45,27,41,20,7,25,29,10,4,14,39,25,36,13,9,4,29,10,15,16,11
2024-04-06,Yale,Penn,Home,L,12,9,NA,12,6,18,50,28,38,13,4,14,25,9,7,16,33,19,16,16,3,11,25,9,10,12,16
2024-04-09,Yale,Boston U.,Away,L,18,16,NA,18,11,29,35,24,41,20,6,21,38,16,8,24,64,31,34,16,10,17,38,16,15,18,6
2024-04-13,Yale,Dartmouth,Away,L,20,13,NA,20,12,32,65,39,43,12,11,19,36,13,8,21,36,27,44,20,8,17,36,13,14,20,19
2024-04-16,Yale,Hofstra,Away,L,16,12,NA,16,6,22,29,23,24,19,3,7,31,12,8,20,51,33,37,20,8,24,31,12,21,16,7
2024-04-19,Yale,UAlbany,Home,W,17,10,NA,17,8,25,59,33,26,7,9,12,30,10,3,13,42,21,36,18,4,18,30,10,11,17,16
2024-04-27,Yale,Princeton,Home,W,8,15,NA,8,1,9,37,24,22,9,10,6,27,15,3,18,51,25,43,17,6,21,27,15,10,8,16
2024-05-03,Yale,"Princeton Ithaca, N.Y.",Away,W,10,14,NA,10,4,14,39,26,25,13,7,8,28,14,7,21,43,30,37,15,7,20,28,14,16,10,16
