URL,Institution,Conference,Goals,Assists,Points,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,Saves,Combined Sho,Shutouts,G Wins,G Loss,DSaves,Corners,PK,PK Att
http://stats.ncaa.org/team/441/15301,Montana,Big Sky,21,11,53,134,115,,4,,,,1016:03:00,7,35,,6,,,,48,2,2
http://stats.ncaa.org/team/444/15301,Morehead St.,OVC,6,2,14,107,101,1,6,,,,931:25:00,16,51,,1,,,,49,1,1
http://stats.ncaa.org/team/450/15301,Mount St. Mary's,NEC,12,9,33,82,66,,2,,,,810:00:00,13,66,,2,,,,14,,
http://stats.ncaa.org/team/454/15301,Murray St.,OVC,23,21,67,186,115,,13,,,,997:07:00,10,37,1,3,,,,69,2,2
http://stats.ncaa.org/team/726/15301,Navy,Patriot,11,16,38,118,88,,9,,,,1078:34:00,13,47,,3,,,,51,,
http://stats.ncaa.org/team/490/15301,NC State,ACC,10,8,28,107,49,,5,,,,853:49:00,6,20,,3,,,,34,,1
http://stats.ncaa.org/team/463/15301,Nebraska,Big Ten,6,5,17,86,109,,8,,,,975:13:00,16,36,,4,,,,31,,
http://stats.ncaa.org/team/466/15301,Nevada,Mountain West,9,5,23,52,92,,6,,,,940:00:00,17,52,,1,,,,23,1,2
http://stats.ncaa.org/team/469/15301,New Hampshire,America East,11,10,32,81,47,,3,,,,648:42:00,5,32,,3,,,,39,1,1
http://stats.ncaa.org/team/473/15301,New Mexico,Mountain West,31,25,87,204,127,,5,,,,1195:25:00,12,46,2,7,,,,56,1,3
http://stats.ncaa.org/team/472/15301,New Mexico St.,WAC,26,14,66,194,217,,15,,,,1750:00:00,38,103,1,3,,,,76,2,3
http://stats.ncaa.org/team/482/15301,Niagara,MAAC,7,8,22,59,42,,1,,,,360:00:00,5,23,,1,,,,17,,
http://stats.ncaa.org/team/483/15301,Nicholls,Southland,,,0,116,136,1,16,,,,1460:00:00,50,118,,1,,,,33,,
http://stats.ncaa.org/team/503/15301,NIU,MAC,2,1,5,50,69,,4,,,,810:00:00,21,55,,,,,,21,,
http://stats.ncaa.org/team/471/15301,NJIT,America East,7,3,17,97,78,,2,,,,839:00:00,16,56,,1,,,,46,1,2
http://stats.ncaa.org/team/487/15301,North Ala.,ASUN,8,7,23,85,109,,2,,,,1120:00:00,29,63,,1,,,1,31,,
http://stats.ncaa.org/team/457/15301,North Carolina,ACC,49,42,140,310,192,,14,,,,1800:00:00,9,48,,15,,,,143,4,4
http://stats.ncaa.org/team/494/15301,North Dakota,Summit League,13,5,31,150,115,1,5,,,,1275:20:00,30,58,,2,,,,42,2,2
http://stats.ncaa.org/team/493/15301,North Dakota St.,Summit League,20,22,62,149,137,,5,,,,1463:21:00,23,64,,4,,,,45,,1
http://stats.ncaa.org/team/2711/15301,North Florida,ASUN,25,20,70,149,96,,5,,,,1097:25:00,8,28,1,5,,,,63,4,4
http://stats.ncaa.org/team/497/15301,North Texas,C-USA,23,19,65,277,109,,8,,,,1022:02:00,10,26,,5,,,,67,1,2
http://stats.ncaa.org/team/500/15301,Northeastern,CAA,11,11,33,113,91,,4,,,,1037:59:00,11,48,,5,,,,46,,
http://stats.ncaa.org/team/501/15301,Northern Ariz.,Big Sky,15,7,37,109,88,,3,,,,630:00:00,9,28,,5,,,,27,3,3
http://stats.ncaa.org/team/502/15301,Northern Colo.,Big Sky,8,8,24,65,51,,1,,,,655:56:00,8,24,1,3,,,,47,1,1
http://stats.ncaa.org/team/505/15301,Northern Ky.,Horizon,16,15,47,118,104,,8,,,,1044:00:00,4,42,1,8,,,,42,,
http://stats.ncaa.org/team/509/15301,Northwestern,Big Ten,14,13,41,128,115,,5,,,,1197:45:00,12,35,1,6,,,,62,1,1
http://stats.ncaa.org/team/508/15301,Northwestern St.,Southland,17,11,45,138,104,1,6,,,,1306:36:00,6,43,,9,,,,68,,
http://stats.ncaa.org/team/513/15301,Notre Dame,ACC,18,10,46,169,121,,7,,,,1177:31:00,16,43,1,6,,,,73,2,2
http://stats.ncaa.org/team/514/15301,Oakland,Horizon,16,26,58,112,108,,6,,,,950:33:00,9,24,1,3,,,,49,,1
http://stats.ncaa.org/team/519/15301,Ohio,MAC,9,5,23,106,75,,7,,,,920:59:00,13,39,,2,,,,36,,
http://stats.ncaa.org/team/518/15301,Ohio St.,Big Ten,27,28,82,198,135,2,9,,,,1320:00:00,17,63,,3,,,,68,,
http://stats.ncaa.org/team/522/15301,Oklahoma,Big 12,7,6,20,150,174,,16,,,,1413:54:00,24,67,,1,,,,68,1,1
http://stats.ncaa.org/team/521/15301,Oklahoma St.,Big 12,40,32,112,262,171,2,17,,,,1716:30:00,17,82,2,9,,,,120,6,7
http://stats.ncaa.org/team/523/15301,Old Dominion,C-USA,10,8,28,121,101,,6,,,,1030:00:00,14,33,,5,,,,46,2,3
http://stats.ncaa.org/team/433/15301,Ole Miss,SEC,27,24,78,241,176,,12,,,,1692:43:00,18,87,,7,,,,84,,
http://stats.ncaa.org/team/464/15301,Omaha,Summit League,20,21,61,204,148,,7,,,,1735:56:00,15,44,,10,,,,95,1,1
http://stats.ncaa.org/team/527/15301,Oral Roberts,Summit League,15,12,42,106,122,,7,,,,1376:26:00,35,85,,1,,,,53,1,2
http://stats.ncaa.org/team/529/15301,Oregon,Pac-12,12,10,34,172,176,,11,,,,1561:28:00,12,66,,6,,,,62,1,1
http://stats.ncaa.org/team/528/15301,Oregon St.,Pac-12,19,21,59,174,155,,7,,,,1480:51:00,28,62,1,3,,,,67,1,1
http://stats.ncaa.org/team/534/15301,Pacific,WCC,7,6,20,116,141,,9,,,,1140:00:00,25,58,,3,,,,35,,
http://stats.ncaa.org/team/539/15301,Penn St.,Big Ten,43,48,134,220,93,,9,,,,1460:00:00,14,69,1,7,,,,61,2,3
http://stats.ncaa.org/team/541/15301,Pepperdine,WCC,25,17,67,191,142,,6,,,,1114:05:00,16,27,1,5,,,,55,3,3
http://stats.ncaa.org/team/545/15301,Pittsburgh,ACC,37,30,104,231,126,,3,,,,1451:42:00,18,55,1,6,,,,88,6,7
http://stats.ncaa.org/team/551/15301,Portland,WCC,10,8,28,94,95,1,10,,,,964:05:00,12,37,,5,,,,46,2,2
http://stats.ncaa.org/team/550/15301,Portland St.,Big Sky,4,1,9,60,86,,5,,,,734:23:00,24,51,,,,,,10,,
http://stats.ncaa.org/team/553/15301,Prairie View,SWAC,15,5,35,150,54,,4,,,,829:19:00,10,34,,2,,,,35,,18
http://stats.ncaa.org/team/1320/15301,Presbyterian,Big South,12,5,29,95,73,,5,,,,819:29:00,12,32,1,3,,,,38,,
http://stats.ncaa.org/team/556/15301,Providence,Big East,21,18,60,179,120,,3,,,,1140:00:00,7,44,3,6,,,,60,1,2
http://stats.ncaa.org/team/559/15301,Purdue,Big Ten,9,10,28,153,140,,5,,,,1131:54:00,10,35,,4,,,,56,,
http://stats.ncaa.org/team/308/15301,Purdue Fort Wayne,Horizon,10,9,29,107,98,,8,,,,834:32:00,15,46,1,1,,,,31,,
http://stats.ncaa.org/team/562/15301,Quinnipiac,MAAC,9,9,27,108,91,,13,,,,683:30:00,7,32,,3,,,,45,,
http://stats.ncaa.org/team/563/15301,Radford,Big South,25,22,72,156,94,,9,,,,1010:00:00,6,34,2,7,,,,51,,
http://stats.ncaa.org/team/572/15301,Rhode Island,Atlantic 10,7,5,19,94,129,,4,,,,1151:33:00,16,55,,1,,,,46,,
http://stats.ncaa.org/team/574/15301,Rice,C-USA,38,33,109,249,161,,10,,,,1656:38:00,13,71,,11,,,,92,1,1
http://stats.ncaa.org/team/575/15301,Richmond,Atlantic 10,6,2,14,83,81,,4,,,,754:53:00,12,32,,1,,,,56,,1
http://stats.ncaa.org/team/576/15301,Rider,MAAC,15,13,43,109,60,,4,,,,760:00:00,10,46,,1,,,,38,,
http://stats.ncaa.org/team/579/15301,Robert Morris,Horizon,8,5,21,105,50,,4,,,,841:06:00,29,58,,,,,,30,,
http://stats.ncaa.org/team/587/15301,Rutgers,Big Ten,18,18,54,179,117,,6,,,,1549:50:00,11,41,,7,,,,75,,
http://stats.ncaa.org/team/102/15301,Sacramento St.,Big Sky,8,4,20,101,120,,19,,,,1101:50:00,12,68,,3,,,,51,3,3
http://stats.ncaa.org/team/590/15301,Sacred Heart,NEC,9,7,25,116,87,,6,,,,870:00:00,10,33,1,2,,,,43,1,1
http://stats.ncaa.org/team/606/15301,Saint Joseph's,Atlantic 10,14,11,39,131,120,,4,,,,1210:00:00,17,55,,2,,,,52,1,1
http://stats.ncaa.org/team/609/15301,Saint Louis,Atlantic 10,40,38,118,269,168,,10,,,,1594:00:00,9,56,1,9,,,,111,4,5
http://stats.ncaa.org/team/610/15301,Saint Mary's (CA),WCC,11,9,31,103,99,,4,,,,1062:25:00,9,57,1,4,,,,52,,1
http://stats.ncaa.org/team/617/15301,Saint Peter's,MAAC,4,4,12,41,41,,2,,,,364:07:00,13,22,,,,,,8,,
http://stats.ncaa.org/team/624/15301,Sam Houston,Southland,21,12,54,164,122,2,10,,,,1303:21:00,20,80,,5,,,,79,1,4
http://stats.ncaa.org/team/625/15301,Samford,SoCon,28,17,73,198,144,,9,,,,1249:43:00,7,32,1,7,,,,78,3,3
http://stats.ncaa.org/team/627/15301,San Diego,WCC,4,2,10,75,85,,3,,,,830:00:00,28,70,,2,,,,38,1,1
http://stats.ncaa.org/team/626/15301,San Diego St.,Mountain West,27,23,77,185,85,,7,,,,1005:00:00,14,35,,3,,,,56,2,3
http://stats.ncaa.org/team/629/15301,San Francisco,WCC,11,7,29,157,103,,8,,,,940:00:00,13,47,,4,,,,66,1,1
http://stats.ncaa.org/team/630/15301,San Jose St.,Mountain West,6,3,15,76,122,1,6,,,,920:00:00,23,51,,2,,,,33,,
http://stats.ncaa.org/team/631/15301,Santa Clara,WCC,30,28,88,165,114,,12,,,,1114:05:00,9,38,1,6,,,,53,1,1
http://stats.ncaa.org/team/1356/15301,Seattle U,WAC,41,38,120,277,195,,16,,,,1756:52:00,21,59,1,7,,,,61,4,4
http://stats.ncaa.org/team/635/15301,Seton Hall,Big East,9,9,27,107,90,,3,,,,1055:24:00,28,62,,,,,,31,,
http://stats.ncaa.org/team/676/15301,SFA,Southland,29,21,79,287,150,,4,,,,1803:57:00,20,95,,6,,,,89,5,5
http://stats.ncaa.org/team/639/15301,Siena,MAAC,18,23,59,117,89,,2,,,,850:00:00,7,51,,5,,,,34,1,1
http://stats.ncaa.org/team/660/15301,SIUE,OVC,28,27,83,212,142,,6,,,,1213:26:00,16,53,,5,,,,89,2,3
http://stats.ncaa.org/team/663/15301,SMU,AAC,5,2,12,22,15,,1,,,,183:05:00,4,13,,,,,,8,,
http://stats.ncaa.org/team/646/15301,South Alabama,Sun Belt,47,54,148,314,150,1,12,,,,2239:41:00,36,76,,8,,,,100,4,6
http://stats.ncaa.org/team/648/15301,South Carolina,SEC,30,23,83,223,109,,7,,,,1453:03:00,14,49,2,6,,,,108,2,4
http://stats.ncaa.org/team/650/15301,South Dakota,Summit League,35,32,102,253,157,,7,,,,1566:08:00,19,50,,6,,,,93,1,2
http://stats.ncaa.org/team/649/15301,South Dakota St.,Summit League,29,28,86,212,152,,8,,,,1614:57:00,5,52,12,12,,,,95,,
http://stats.ncaa.org/team/651/15301,South Fla.,AAC,25,21,71,198,104,1,11,,,,1210:00:00,6,39,2,8,,,,62,2,2
http://stats.ncaa.org/team/654/15301,Southeast Mo. St.,OVC,17,15,49,113,120,,6,,,,1103:26:00,15,69,,6,,,,44,1,3
http://stats.ncaa.org/team/655/15301,Southeastern La.,Southland,21,16,58,192,146,,16,,,,1462:04:00,10,54,,8,,,,76,1,3
http://stats.ncaa.org/team/657/15301,Southern California,Pac-12,27,36,90,212,137,,8,,,,1364:17:00,15,55,3,7,,,,89,2,4
http://stats.ncaa.org/team/659/15301,Southern Ill.,MVC,1,1,3,64,70,,4,,,,870:00:00,22,52,,3,,,,14,,
http://stats.ncaa.org/team/664/15301,Southern Miss.,C-USA,17,6,40,149,82,1,5,,,,1010:00:00,12,58,2,3,,,,58,3,3
http://stats.ncaa.org/team/665/15301,Southern U.,SWAC,6,6,18,79,48,,6,,,,738:01:00,15,69,,1,,,,14,,
http://stats.ncaa.org/team/667/15301,Southern Utah,Big Sky,21,17,59,85,54,1,6,,,,748:17:00,9,36,,3,,,,43,2,2
http://stats.ncaa.org/team/596/15301,St. Bonaventure,Atlantic 10,1,,2,35,62,,2,,,,748:02:00,21,52,,,,,,13,,
http://stats.ncaa.org/team/599/15301,St. Francis Brooklyn,NEC,7,4,18,96,90,1,7,,,,740:00:00,13,36,,1,,,,28,2,3
http://stats.ncaa.org/team/603/15301,St. John's (NY),Big East,19,18,56,146,136,,8,,,,1174:42:00,12,31,1,3,,,,58,1,2
http://stats.ncaa.org/team/674/15301,Stanford,Pac-12,18,8,44,195,103,,5,,,,1302:23:00,14,49,1,5,,,,67,1,2
http://stats.ncaa.org/team/678/15301,Stetson,ASUN,7,5,19,96,115,,12,,,,833:27:00,15,31,,,,,,36,,
http://stats.ncaa.org/team/683/15301,Stony Brook,America East,20,18,58,151,96,,7,,,,900:00:00,15,37,,3,,,,51,4,4
http://stats.ncaa.org/team/688/15301,Syracuse,ACC,5,4,14,60,47,,4,,,,720:00:00,21,73,,1,,,,24,1,2
http://stats.ncaa.org/team/698/15301,TCU,Big 12,30,24,84,258,130,,8,,,,1483:17:00,9,63,1,9,,,,109,1,1
http://stats.ncaa.org/team/690/15301,Temple,AAC,11,9,31,78,92,,12,,,,920:00:00,15,62,,3,,,,33,1,1
http://stats.ncaa.org/team/694/15301,Tennessee,SEC,30,16,76,185,145,,19,,,,1371:59:00,24,73,,5,,,,93,1,1
http://stats.ncaa.org/team/692/15301,Tennessee Tech,OVC,6,4,16,117,79,,1,,,,938:06:00,7,58,,3,,,,55,,
http://stats.ncaa.org/team/703/15301,Texas,Big 12,22,21,65,190,110,,6,,,,1080:00:00,9,54,,7,,,,56,2,2
http://stats.ncaa.org/team/697/15301,Texas A&M,SEC,33,28,94,292,188,,19,,,,1559:43:00,15,50,,9,,,,112,3,5
http://stats.ncaa.org/team/699/15301,Texas Southern,SWAC,7,4,18,90,74,,9,,,,900:00:00,33,71,,2,,,,19,,4
http://stats.ncaa.org/team/670/15301,Texas St.,Sun Belt,14,15,43,187,133,,6,,,,1595:29:00,29,90,,,,,,65,1,1
http://stats.ncaa.org/team/700/15301,Texas Tech,Big 12,12,7,31,144,103,2,9,,,,1129:06:00,12,48,,5,,,,52,1,1
http://stats.ncaa.org/team/141/15301,The Citadel,SoCon,23,17,63,203,181,,19,,,,1774:43:00,23,81,,5,,,,91,3,4
http://stats.ncaa.org/team/709/15301,Toledo,MAC,7,5,19,60,62,,5,,,,560:00:00,10,20,,1,,,,19,1,1
http://stats.ncaa.org/team/711/15301,Towson,CAA,7,4,18,116,68,1,4,,,,784:59:00,12,31,,3,,,,33,,2
http://stats.ncaa.org/team/716/15301,Troy,Sun Belt,13,10,36,116,144,,14,,,,1397:55:00,25,87,,3,,,,56,,
http://stats.ncaa.org/team/719/15301,Tulsa,AAC,11,11,33,75,77,,8,,,,720:00:00,20,45,1,1,,,,33,,1
http://stats.ncaa.org/team/9/15301,UAB,C-USA,33,22,88,206,134,,9,,,,1376:55:00,19,59,,2,,,,79,4,5
http://stats.ncaa.org/team/14/15301,UAlbany,America East,11,8,30,122,102,1,7,,,,904:20:00,18,26,,4,,,,41,,
http://stats.ncaa.org/team/128/15301,UCF,AAC,9,9,27,92,53,,4,,,,650:00:00,10,25,,2,,,,38,,
http://stats.ncaa.org/team/110/15301,UCLA,Pac-12,36,35,107,265,108,1,5,,,,1608:49:00,13,70,,7,,,,89,3,3
http://stats.ncaa.org/team/164/15301,UConn,Big East,21,16,58,187,105,,6,,,,1123:27:00,7,43,2,8,,,,72,,
http://stats.ncaa.org/team/302/15301,UIC,Horizon,12,15,39,123,122,,11,,,,830:00:00,9,33,,3,,,,45,,
http://stats.ncaa.org/team/2743/15301,UIW,Southland,20,10,50,216,119,,13,,,,1320:00:00,14,36,1,5,,,,62,2,2
http://stats.ncaa.org/team/498/15301,ULM,Sun Belt,21,17,59,230,140,,8,,,,1640:47:00,34,68,3,5,,,,72,,
http://stats.ncaa.org/team/368/15301,UMass Lowell,America East,13,11,37,112,78,,6,,,,727:24:00,4,35,2,5,,,,40,1,1
http://stats.ncaa.org/team/391/15301,UMBC,America East,3,3,9,49,60,,9,,,,577:00:00,10,36,,2,,,,22,1,1
http://stats.ncaa.org/team/456/15301,UNC Asheville,Big South,8,4,20,101,54,,3,,,,845:54:00,18,50,,,,,,33,,
http://stats.ncaa.org/team/459/15301,UNC Greensboro,SoCon,8,6,22,122,111,,12,,,,1030:00:00,9,49,1,5,,,,44,1,1
http://stats.ncaa.org/team/460/15301,UNCW,CAA,20,16,56,104,98,,3,,,,905:09:00,11,43,1,3,,,,47,3,3
http://stats.ncaa.org/team/504/15301,UNI,MVC,9,4,22,105,71,,4,,,,1041:52:00,7,42,2,6,,,,49,,
http://stats.ncaa.org/team/465/15301,UNLV,Mountain West,15,10,40,140,104,,10,,,,947:07:00,10,30,,4,,,,44,,1
http://stats.ncaa.org/team/10411/15301,USC Upstate,Big South,7,4,18,49,55,,2,,,,778:48:00,21,57,,1,,,,11,,1
http://stats.ncaa.org/team/695/15301,UT Martin,OVC,16,12,44,167,104,,3,,,,1031:15:00,11,38,,4,,,,65,,
http://stats.ncaa.org/team/732/15301,Utah,Pac-12,12,15,39,191,130,,8,,,,1516:09:00,26,61,,3,,,,70,,
http://stats.ncaa.org/team/731/15301,Utah St.,Mountain West,16,20,52,118,128,1,13,,,,922:03:00,10,49,,4,,,,42,2,2
http://stats.ncaa.org/team/30024/15301,Utah Valley,WAC,40,36,116,336,227,3,18,,,,2063:56:00,19,79,2,11,,,,136,2,3
http://stats.ncaa.org/team/704/15301,UTEP,C-USA,11,11,33,77,93,1,8,,,,1035:11:00,21,65,,1,,,,32,2,2
http://stats.ncaa.org/team/536/15301,UTRGV,WAC,21,16,58,222,157,4,14,,,,1755:14:00,19,98,1,7,,,,70,4,5
http://stats.ncaa.org/team/706/15301,UTSA,C-USA,9,6,24,130,107,,5,,,,1024:10:00,15,33,1,3,,,,58,1,1
http://stats.ncaa.org/team/735/15301,Valparaiso,MVC,10,3,23,150,136,,6,,,,1378:58:00,8,62,,7,,,,48,2,2
http://stats.ncaa.org/team/736/15301,Vanderbilt,SEC,30,23,83,191,145,,16,,,,1496:20:00,20,57,1,4,,,,91,2,2
http://stats.ncaa.org/team/740/15301,VCU,Atlantic 10,21,12,54,147,101,,2,,,,1210:00:00,11,43,,5,,,,60,2,2
http://stats.ncaa.org/team/738/15301,Vermont,America East,5,4,14,49,47,,5,,,,574:23:00,11,63,,,,,,16,,
http://stats.ncaa.org/team/739/15301,Villanova,Big East,8,10,26,108,124,,8,,,,1428:53:00,32,104,,2,,,,49,,
http://stats.ncaa.org/team/746/15301,Virginia,ACC,40,34,114,354,131,,3,,,,1955:35:00,21,55,1,8,,,,144,4,5
http://stats.ncaa.org/team/742/15301,Virginia Tech,ACC,31,22,84,193,149,,11,,,,1532:09:00,30,88,1,3,,,,71,3,4
http://stats.ncaa.org/team/741/15301,VMI,SoCon,10,7,27,95,94,,9,,,,1029:23:00,22,42,,1,,,,28,1,2
http://stats.ncaa.org/team/748/15301,Wagner,NEC,,,0,50,66,,3,,,,650:00:00,11,55,,1,,,,12,,
http://stats.ncaa.org/team/749/15301,Wake Forest,ACC,16,13,45,160,126,,9,,,,1323:48:00,25,69,2,6,,,,67,1,3
http://stats.ncaa.org/team/756/15301,Washington,Pac-12,20,19,59,277,181,,9,,,,1715:05:00,12,36,2,10,,,,107,1,2
http://stats.ncaa.org/team/754/15301,Washington St.,Pac-12,17,16,50,165,141,,11,,,,1147:37:00,12,45,,5,,,,69,,
http://stats.ncaa.org/team/758/15301,Weber St.,Big Sky,10,6,26,97,74,,1,,,,870:00:00,6,28,,3,,,,32,1,1
http://stats.ncaa.org/team/768/15301,West Virginia,Big 12,24,23,71,194,103,,10,,,,1299:34:00,13,26,,3,,,,74,1,2
http://stats.ncaa.org/team/769/15301,Western Caro.,SoCon,14,12,40,135,100,,5,,,,1103:35:00,17,54,,3,,,,36,1,1
http://stats.ncaa.org/team/771/15301,Western Ill.,Summit League,10,9,29,156,99,1,9,,,,1474:06:00,30,74,,1,,,,29,,1
http://stats.ncaa.org/team/772/15301,Western Ky.,C-USA,20,13,53,147,85,,9,,,,1120:00:00,13,31,,5,,,,83,1,2
http://stats.ncaa.org/team/774/15301,Western Mich.,MAC,15,14,44,108,63,,2,,,,940:00:00,8,56,2,4,,,,42,,
http://stats.ncaa.org/team/786/15301,William & Mary,CAA,3,3,9,85,63,,4,,,,600:00:00,9,24,,1,,,,22,,
http://stats.ncaa.org/team/792/15301,Winthrop,Big South,6,4,16,63,75,,7,,,,844:46:00,16,50,1,2,,,,36,,
http://stats.ncaa.org/team/796/15301,Wisconsin,Big Ten,12,13,37,122,142,,12,,,,1320:00:00,10,46,,7,,,,56,,
http://stats.ncaa.org/team/2915/15301,Wofford,SoCon,10,8,28,92,72,,3,,,,856:07:00,11,38,1,3,,,,35,,
http://stats.ncaa.org/team/810/15301,Wright St.,Horizon,11,9,31,82,76,2,8,,,,735:42:00,13,34,,1,,,,19,1,1
http://stats.ncaa.org/team/811/15301,Wyoming,Mountain West,7,6,20,47,61,,2,,,,822:51:00,13,63,2,2,,,,31,,1
http://stats.ncaa.org/team/812/15301,Xavier,Big East,7,3,17,106,87,1,8,,,,825:35:00,16,21,,2,,,,51,1,1
http://stats.ncaa.org/team/817/15301,Youngstown St.,Horizon,9,6,24,58,102,1,11,,,,744:32:00,13,57,,1,,,,28,1,1